vtx,x,y,z
0,0.192453,0.0691899,0.523492
1,0.187913,0.0662954,0.521131
2,0.194093,0.0741236,0.524883
3,0.192332,0.0791692,0.521567
4,0.191942,0.0827024,0.521943
5,0.185146,0.0761351,0.518498
6,0.193067,0.0603215,0.530923
7,0.191399,0.05929,0.528932
8,0.182822,0.0743715,0.518729
9,0.182975,0.0626339,0.522788
10,0.191722,0.0800908,0.530457
11,0.179094,0.0920146,0.525034
12,0.186618,0.0873476,0.522828
13,0.192387,0.0687512,0.53346
14,0.187477,0.0896963,0.525092
15,0.186973,0.049356,0.535691
16,0.189902,0.0557078,0.537971
17,0.186038,0.0944836,0.521844
18,0.190974,0.0516417,0.540093
19,0.176439,0.077453,0.520484
20,0.192513,0.0663688,0.538034
21,0.174158,0.0875578,0.520474
22,0.185768,0.097542,0.522943
23,0.193912,0.0778672,0.536911
24,0.166558,0.0854069,0.519771
25,0.173372,0.0713846,0.524412
26,0.18008,0.0524895,0.533724
27,0.196293,0.0932653,0.539015
28,0.175586,0.0957804,0.524865
29,0.192993,0.08911,0.536532
30,0.195416,0.0663754,0.545299
31,0.197843,0.079831,0.546099
32,0.196825,0.0545681,0.550029
33,0.199276,0.0610887,0.549604
34,0.174796,0.0621059,0.526428
35,0.167889,0.0502538,0.533558
36,0.17971,0.0578495,0.527941
37,0.19204,0.0970348,0.531849
38,0.157168,0.0629003,0.529257
39,0.197189,0.0970816,0.543985
40,0.201932,0.073776,0.552083
41,0.168308,0.0548383,0.530703
42,0.186427,0.101363,0.531652
43,0.188781,0.0487326,0.561364
44,0.20149,0.0834471,0.54878
45,0.169896,0.0949017,0.524389
46,0.175598,0.0481624,0.541034
47,0.162993,0.0903354,0.519787
48,0.178201,0.099254,0.525976
49,0.185097,0.0488766,0.547897
50,0.200231,0.065783,0.558511
51,0.168053,0.10207,0.528367
52,0.200342,0.0900512,0.548919
53,0.1538,0.084998,0.519363
54,0.146411,0.0859986,0.517491
55,0.201889,0.079428,0.558879
56,0.158895,0.0567808,0.531692
57,0.19845,0.0597119,0.558668
58,0.150094,0.0486727,0.53125
59,0.196365,0.0965448,0.554138
60,0.145849,0.0675121,0.530424
61,0.155513,0.0724552,0.526023
62,0.157048,0.0993885,0.52561
63,0.148885,0.0508437,0.530515
64,0.193355,0.103384,0.54522
