sim_time,iter,tau_x_surface_com,tau_x_surface_center,tau_x_all_com,force_sum_x,force_sum_y,force_sum_z,ramp
0.5,240,1.3276,1.33072,1.3276,1.37056e-05,7.96295e-06,6.1394,1
1,480,1.40009,-0.307368,1.40009,-2.74848e-06,1.16763e-05,13.0175,1
1.5,720,1.60634,1.2821,1.60634,-3.95996e-05,4.0491e-06,16.8851,1
