vtx,x,y,z
0,-0.127015,0.107517,0.350932
1,-0.125961,0.110852,0.346182
2,-0.126969,0.102422,0.352647
3,-0.12839,0.0976823,0.348754
4,-0.12785,0.0941923,0.348365
5,-0.126194,0.101386,0.341522
6,-0.121676,0.115905,0.356903
7,-0.122162,0.117159,0.354445
8,-0.124544,0.103309,0.340023
9,-0.121534,0.114801,0.343722
10,-0.121186,0.0964304,0.353796
11,-0.117324,0.085745,0.33959
12,-0.123791,0.089933,0.344406
13,-0.119299,0.107512,0.357195
14,-0.122596,0.0874285,0.346309
15,-0.11415,0.127081,0.356115
16,-0.114245,0.120467,0.359266
17,-0.12419,0.082912,0.342761
18,-0.113315,0.124343,0.361788
19,-0.119098,0.100643,0.335923
20,-0.115873,0.109672,0.360385
21,-0.117653,0.0907674,0.333271
22,-0.123168,0.0798354,0.342982
23,-0.11765,0.0981964,0.359746
24,-0.113305,0.0934804,0.327154
25,-0.114101,0.106716,0.336562
26,-0.111211,0.124575,0.349266
27,-0.117576,0.0826207,0.361584
28,-0.115223,0.0822614,0.336457
29,-0.117372,0.0870997,0.35783
30,-0.112178,0.109103,0.367227
31,-0.11313,0.095493,0.368426
32,-0.109427,0.120503,0.37237
33,-0.111337,0.113861,0.373405
34,-0.113447,0.115737,0.339745
35,-0.10342,0.127622,0.339942
36,-0.115448,0.119543,0.344863
37,-0.120342,0.0795105,0.35347
38,-0.0998435,0.11597,0.327916
39,-0.114347,0.0785093,0.365092
40,-0.111143,0.100906,0.375893
41,-0.105915,0.12319,0.338067
42,-0.11693,0.0756029,0.348651
43,-0.0955272,0.126262,0.373895
44,-0.113395,0.0914951,0.372611
45,-0.111944,0.0835641,0.331843
46,-0.102671,0.128839,0.350828
47,-0.111009,0.0888202,0.323995
48,-0.116041,0.0785599,0.338889
49,-0.103527,0.127119,0.362468
50,-0.105103,0.108611,0.379384
51,-0.107762,0.0763543,0.332349
52,-0.112559,0.0850008,0.371247
53,-0.105359,0.0947454,0.31714
54,-0.102016,0.0943228,0.310197
55,-0.105908,0.094913,0.379676
56,-0.099043,0.1218,0.331305
57,-0.103826,0.11476,0.378662
58,-0.0935772,0.130396,0.324915
59,-0.106058,0.0785482,0.370941
60,-0.0916417,0.112039,0.319603
61,-0.10132,0.106754,0.323774
62,-0.102778,0.0798862,0.322379
63,-0.0933707,0.128336,0.32335
64,-0.11099,0.0724427,0.362397
65,-0.105911,0.0968133,0.322816
66,-0.104965,0.0681801,0.344888
67,-0.0995895,0.0829736,0.312546
68,-0.10321,0.0657229,0.35111
69,-0.0990459,0.0818125,0.374603
70,-0.0972035,0.0973738,0.315571
71,-0.0995567,0.088239,0.307552
72,-0.0920547,0.129698,0.369801
73,-0.0883912,0.120892,0.325361
74,-0.102942,0.0745205,0.365973
75,-0.0927317,0.131847,0.360365
76,-0.098033,0.0771079,0.372164
77,-0.0955981,0.107595,0.380639
78,-0.0960947,0.102722,0.319011
79,-0.10398,0.0703083,0.337988
80,-0.0988852,0.0726495,0.327663
81,-0.0999144,0.0645489,0.356882
82,-0.101926,0.120042,0.377299
83,-0.0901928,0.133886,0.351718
84,-0.102981,0.060857,0.338354
85,-0.100944,0.0687997,0.363406
86,-0.0985138,0.0613007,0.327602
87,-0.0946264,0.101824,0.380569
88,-0.10042,0.0557214,0.334972
89,-0.088658,0.12629,0.377515
90,-0.0846053,0.144004,0.358773
