vtx,cx,cy,cz,hx,hy,hz,fx,fy,fz
0,0,0,0,0.0172238,-0.00293239,-0.00328068,0.0172238,-0.00293239,-0.00328068
1,0,0,0,0.0195,-0.0114272,0.00904431,0.0195,-0.0114272,0.00904431
2,0,0,0,0.00983285,0.00118605,-0.008553,0.00983285,0.00118605,-0.008553
3,0,0,0,0.0095314,0.00108462,0.000905531,0.0095314,0.00108462,0.000905531
4,0,0,0,0.0221272,0.0125671,0.000853256,0.0221272,0.0125671,0.000853256
5,0,0,0,0.00995804,-0.00044924,0.00593711,0.00995804,-0.00044924,0.00593711
6,0,0,0,0.0025295,-0.000356021,-0.00277153,0.0025295,-0.000356021,-0.00277153
7,0,0,0,0.00447508,-0.00251389,-0.000788206,0.00447508,-0.00251389,-0.000788206
8,0,0,0,0.0204804,-0.0101922,0.0281749,0.0204804,-0.0101922,0.0281749
9,0,0,0,0.0367107,-0.0377203,0.0337344,0.0367107,-0.0377203,0.0337344
10,0,0,0,0.0228133,0.00770588,-0.0205647,0.0228133,0.00770588,-0.0205647
11,0,0,0,0.0260891,0.0106745,0.0157561,0.0260891,0.0106745,0.0157561
12,0,0,0,0.0155165,0.00722063,0.0075156,0.0155165,0.00722063,0.0075156
13,0,0,0,0.0117121,0.00131948,-0.0155089,0.0117121,0.00131948,-0.0155089
14,0,0,0,0.00698377,0.00205393,-0.0031278,0.00698377,0.00205393,-0.0031278
15,0,0,0,0.00255013,-0.00314557,-0.000233769,0.00255013,-0.00314557,-0.000233769
16,0,0,0,0.0101179,-0.00183501,-0.00896588,0.0101179,-0.00183501,-0.00896588
17,0,0,0,0.00947224,-8.56549e-06,0.00703893,0.00947224,-8.56549e-06,0.00703893
18,0,0,0,0.00755236,-0.00428016,-0.00375214,0.00755236,-0.00428016,-0.00375214
19,0,0,0,0.0193518,-0.00713387,0.0278162,0.0193518,-0.00713387,0.0278162
20,0,0,0,0.0192071,-0.0025303,-0.0127607,0.0192071,-0.0025303,-0.0127607
