sim_time,iter,tau_x_surface_com,tau_x_surface_center,tau_x_all_com,force_sum_x,force_sum_y,force_sum_z,ramp
0.5,240,0.370574,0.395312,0.370574,1.59004e-05,-2.54094e-06,4.30903,1
1,480,1.26578,0.824234,1.26578,-2.42866e-06,-1.22464e-05,9.47707,1
1.5,720,0.915104,0.683119,0.915104,-2.08258e-06,7.48201e-07,2.921,1
