vtx,x,y,z
0,0.0675692,0.118941,0.0681595
1,0.0668954,0.113157,0.0673586
2,0.0652553,0.123216,0.0704433
3,0.0590123,0.123689,0.0708293
4,0.0564977,0.125344,0.0727195
5,0.0571814,0.11551,0.0707006
6,0.0787375,0.116485,0.0699852
7,0.0778059,0.114113,0.0688401
8,0.0579005,0.112732,0.0712633
9,0.0690694,0.107576,0.069495
10,0.063418,0.125748,0.0782355
11,0.0474386,0.120554,0.0850047
12,0.0519303,0.123686,0.0778544
13,0.0737882,0.120976,0.0756213
14,0.0518208,0.126156,0.0801395
15,0.0877947,0.106835,0.0720908
16,0.085357,0.113115,0.0749709
17,0.0459162,0.126809,0.0803191
18,0.0899595,0.112341,0.0744126
19,0.0546765,0.109578,0.0769047
20,0.0783075,0.120893,0.0780697
21,0.0464776,0.113103,0.0820524
22,0.0442276,0.128465,0.0825388
23,0.0695716,0.127857,0.0811977
24,0.0452705,0.105594,0.0842777
25,0.0605559,0.104766,0.0789057
26,0.0821788,0.102409,0.0751675
27,0.0601977,0.138448,0.0879027
28,0.0434485,0.119674,0.088062
29,0.0607582,0.132984,0.085912
30,0.0835015,0.12498,0.0822053
31,0.074772,0.134259,0.0871109
32,0.0954871,0.121019,0.0803725
33,0.091162,0.126354,0.0814937
34,0.0690778,0.101477,0.0760235
35,0.0799538,0.0912478,0.0800438
36,0.0746546,0.103582,0.0730894
37,0.051857,0.135327,0.0860528
38,0.0646823,0.0882084,0.0870152
39,0.0605903,0.142363,0.0928156
40,0.0840524,0.135796,0.0872496
41,0.074993,0.0933432,0.0794883
42,0.0467808,0.133029,0.0903583
43,0.104014,0.114107,0.0906062
44,0.0748176,0.139767,0.0888713
45,0.0420153,0.114457,0.0900475
46,0.0883421,0.0982049,0.0811694
47,0.0405012,0.105317,0.0879882
48,0.0423755,0.12391,0.0890972
49,0.0948175,0.107959,0.0821206
50,0.0932292,0.131716,0.0897837
51,0.038479,0.11772,0.0968561
52,0.0696658,0.142358,0.0922237
53,0.0413284,0.0948843,0.0899833
54,0.0371422,0.0889388,0.0925783
55,0.0838629,0.140356,0.0947769
56,0.0712054,0.086934,0.0856121
57,0.0972655,0.127106,0.0883252
58,0.0742068,0.0753373,0.0863395
59,0.0666947,0.143802,0.100763
60,0.0584174,0.0817248,0.095223
61,0.055139,0.0911767,0.0891625
62,0.0353465,0.106687,0.0989489
63,0.07178,0.075334,0.087259
64,0.0554647,0.142893,0.0981643
65,0.0464784,0.0979556,0.0891334
66,0.0421501,0.130739,0.103908
67,0.0315647,0.0966082,0.0996562
68,0.0451556,0.136112,0.107061
69,0.0731938,0.142171,0.10604
70,0.0441324,0.0894051,0.0960471
71,0.0317823,0.0898114,0.0971078
72,0.104495,0.107964,0.0919458
73,0.0692807,0.0795262,0.0949942
74,0.0613531,0.141544,0.104862
75,0.0994164,0.100064,0.0896268
76,0.0685732,0.142854,0.10873
77,0.0958097,0.130054,0.09889
78,0.0504448,0.0883459,0.0950946
79,0.0391444,0.124134,0.103284
80,0.0349741,0.11352,0.10594
81,0.0491105,0.139875,0.111031
82,0.100434,0.122347,0.0877337
83,0.0956246,0.0917204,0.0902849
84,0.0331916,0.129729,0.10818
85,0.0561979,0.142416,0.10885
86,0.0272562,0.120163,0.111014
87,0.0920642,0.133118,0.102168
88,0.0280068,0.129478,0.11233
89,0.10825,0.114445,0.0970769
90,0.108805,0.0890441,0.0916643
91,0.0837981,0.137437,0.10546
92,0.0795563,0.0727748,0.0889198
93,0.0207806,0.12331,0.119865
94,0.0520323,0.142001,0.101736
95,0.0982721,0.124721,0.0977612
96,0.0711861,0.0719882,0.0919017
97,0.113528,0.0944146,0.0926271
98,0.040518,0.084888,0.103468
99,0.039293,0.141237,0.113325
100,0.073722,0.0695526,0.0907465
101,0.0347588,0.0848652,0.101482
102,0.0677677,0.0775429,0.0993929
103,0.0345229,0.137569,0.111644
104,0.122017,0.102578,0.0982809
105,0.0946416,0.0811766,0.0949669
106,0.0321973,0.138175,0.114227
107,0.0454211,0.0823116,0.104608
108,0.104773,0.119604,0.0970594
109,0.0757763,0.0647396,0.105159
110,0.059915,0.0734577,0.102227
111,0.0325908,0.10695,0.109574
112,0.105277,0.0833454,0.0928581
113,0.0552782,0.142154,0.116227
114,0.10339,0.123966,0.107176
115,0.035247,0.0846891,0.109758
116,0.0722398,0.0739511,0.101279
117,0.0456167,0.149734,0.122629
118,0.109548,0.117577,0.100883
119,0.0482538,0.0764326,0.10621
120,0.123348,0.109806,0.10399
121,0.0291231,0.0962776,0.110247
122,0.029251,0.102183,0.115719
123,0.0188129,0.114109,0.121657
124,0.100136,0.126976,0.10728
125,0.124782,0.088605,0.10014
126,0.0412462,0.0855999,0.111366
127,0.0886922,0.0831513,0.090534
128,0.031476,0.0873645,0.106176
129,0.11753,0.0873495,0.0969278
130,0.0231932,0.134698,0.122897
131,0.0276537,0.139358,0.124078
132,0.0801824,0.14272,0.121154
133,0.0959014,0.135443,0.117901
134,0.0789402,0.0659247,0.100446
135,0.124183,0.0745688,0.104971
136,0.038087,0.149376,0.120798
137,0.0556154,0.0726459,0.108806
138,0.0853043,0.0694769,0.0987425
139,0.104802,0.070487,0.101364
140,0.0707272,0.07058,0.106233
141,0.0423293,0.0822666,0.114358
142,0.0339313,0.146341,0.123783
143,0.0319277,0.0828693,0.1144
144,0.061697,0.0677239,0.1089
145,0.0441586,0.072964,0.115855
146,0.0938618,0.0694419,0.103912
147,0.04268,0.152168,0.131568
148,0.0361107,0.0790043,0.12102
149,0.0993505,0.067441,0.105112
150,0.0234952,0.142284,0.133116
151,0.0342954,0.148727,0.135576
152,0.103535,0.125754,0.119522
153,0.121549,0.118036,0.11252
154,0.112719,0.0745802,0.101415
155,0.0162141,0.129121,0.131629
156,0.0915086,0.138768,0.130046
157,0.0465267,0.15198,0.130178
