vtx,cx,cy,cz,hx,hy,hz,fx,fy,fz
0,0,0,0,-0.00517361,-0.0170863,0.0322979,-0.00517361,-0.0170863,0.0322979
1,0,0,0,0.00112568,0.00566264,0.0380294,0.00112568,0.00566264,0.0380294
2,0,0,0,-0.0102206,-0.0249411,0.0151126,-0.0102206,-0.0249411,0.0151126
3,0,0,0,0.00378359,-0.00807808,0.0154377,0.00378359,-0.00807808,0.0154377
4,0,0,0,0.0198265,-0.0330528,0.0250518,0.0198265,-0.0330528,0.0250518
5,0,0,0,0.00630479,-0.000520186,0.0141211,0.00630479,-0.000520186,0.0141211
6,0,0,0,-0.00753995,-0.00822349,0.00692063,-0.00753995,-0.00822349,0.00692063
7,0,0,0,-0.0060169,-0.00278165,0.0144979,-0.0060169,-0.00278165,0.0144979
8,0,0,0,0.0198136,0.0193002,0.0364563,0.0198136,0.0193002,0.0364563
9,0,0,0,0.00275075,0.0412967,0.0854057,0.00275075,0.0412967,0.0854057
10,0,0,0,-0.0153379,-0.0673354,0.0307191,-0.0153379,-0.0673354,0.0307191
11,0,0,0,0.0297901,-0.00994797,0.0306427,0.0297901,-0.00994797,0.0306427
12,0,0,0,0.0205033,-0.0111133,0.0210638,0.0205033,-0.0111133,0.0210638
13,0,0,0,-0.0250646,-0.0455931,0.0197259,-0.0250646,-0.0455931,0.0197259
14,0,0,0,-0.000698076,-0.0127919,0.010069,-0.000698076,-0.0127919,0.010069
15,0,0,0,-0.00898904,0.00212723,0.0137534,-0.00898904,0.00212723,0.0137534
16,0,0,0,-0.0243475,-0.0366904,0.0340425,-0.0243475,-0.0366904,0.0340425
17,0,0,0,0.0106541,-0.000291127,0.0190826,0.0106541,-0.000291127,0.0190826
18,0,0,0,-0.0254474,-0.0151309,0.0400361,-0.0254474,-0.0151309,0.0400361
19,0,0,0,0.0210666,0.0166801,0.0318907,0.0210666,0.0166801,0.0318907
20,0,0,0,-0.026055,-0.0484606,0.0489136,-0.026055,-0.0484606,0.0489136
21,0,0,0,0.0774244,-0.0249208,0.075593,0.0774244,-0.0249208,0.075593
22,0,0,0,0.0176098,-0.00595515,0.0116897,0.0176098,-0.00595515,0.0116897
23,0,0,0,-0.0121787,-0.043093,0.0359409,-0.0121787,-0.043093,0.0359409
24,0,0,0,0.0176452,0.00906793,0.0403007,0.0176452,0.00906793,0.0403007
25,0,0,0,0.0350312,0.0516258,0.0925833,0.0350312,0.0516258,0.0925833
26,0,0,0,-0.00574315,0.011274,0.0243526,-0.00574315,0.011274,0.0243526
27,0,0,0,-0.00374053,-0.0337086,0.0342457,-0.00374053,-0.0337086,0.0342457
28,0,0,0,0.0446023,-0.00832111,0.0408118,0.0446023,-0.00832111,0.0408118
29,0,0,0,-0.00900832,-0.0395817,0.0475466,-0.00900832,-0.0395817,0.0475466
30,0,0,0,-0.0128871,-0.0590523,0.0788559,-0.0128871,-0.0590523,0.0788559
31,0,0,0,-0.00693951,-0.0290421,0.0449367,-0.00693951,-0.0290421,0.0449367
32,0,0,0,-0.0480679,-0.0221556,0.0447623,-0.0480679,-0.0221556,0.0447623
33,0,0,0,-0.0239688,-0.0576273,0.0701058,-0.0239688,-0.0576273,0.0701058
34,0,0,0,0.0085937,0.0157757,0.0282817,0.0085937,0.0157757,0.0282817
35,0,0,0,-0.00855154,0.0105326,0.0268736,-0.00855154,0.0105326,0.0268736
36,0,0,0,-0.00641068,0.0254734,0.0505282,-0.00641068,0.0254734,0.0505282
37,0,0,0,0.00259573,-0.0130491,0.00856066,0.00259573,-0.0130491,0.00856066
38,0,0,0,0.023559,0.0429713,0.0712544,0.023559,0.0429713,0.0712544
39,0,0,0,0.00559369,-0.069084,0.0222402,0.00559369,-0.069084,0.0222402
40,0,0,0,-0.0249776,-0.0540088,0.0387692,-0.0249776,-0.0540088,0.0387692
41,0,0,0,0.0210754,0.0313601,0.0826425,0.0210754,0.0313601,0.0826425
42,0,0,0,0.0264854,-0.0266551,0.00697755,0.0264854,-0.0266551,0.00697755
43,0,0,0,-0.0957732,-0.0131589,0.0522479,-0.0957732,-0.0131589,0.0522479
44,0,0,0,-0.00900472,-0.0302029,0.0246025,-0.00900472,-0.0302029,0.0246025
45,0,0,0,0.0840668,-0.0244405,0.0561768,0.0840668,-0.0244405,0.0561768
46,0,0,0,-0.050696,0.0343294,0.0623912,-0.050696,0.0343294,0.0623912
47,0,0,0,0.0469832,-0.0121987,0.0484231,0.0469832,-0.0121987,0.0484231
48,0,0,0,0.0368094,-0.0122869,0.0141871,0.0368094,-0.0122869,0.0141871
49,0,0,0,-0.055196,0.0211025,0.0458084,-0.055196,0.0211025,0.0458084
50,0,0,0,-0.0317664,-0.0331164,0.00585569,-0.0317664,-0.0331164,0.00585569
51,0,0,0,0.0641042,-0.0211536,0.0327135,0.0641042,-0.0211536,0.0327135
52,0,0,0,-0.00438347,-0.0318898,0.0110263,-0.00438347,-0.0318898,0.0110263
53,0,0,0,-4.32085e-05,0.00548002,0.0194775,-4.32085e-05,0.00548002,0.0194775
54,0,0,0,0.00167428,0.00743542,0.0139948,0.00167428,0.00743542,0.0139948
55,0,0,0,-0.0319958,-0.0568329,0.00189047,-0.0319958,-0.0568329,0.00189047
56,0,0,0,0.0307888,0.0236308,0.0493654,0.0307888,0.0236308,0.0493654
57,0,0,0,-0.0172882,-0.0133084,0.00582855,-0.0172882,-0.0133084,0.00582855
58,0,0,0,-0.000961743,0.0179135,0.0509811,-0.000961743,0.0179135,0.0509811
59,0,0,0,-0.00382064,-0.0405767,-0.00582205,-0.00382064,-0.0405767,-0.00582205
60,0,0,0,0.0195009,0.0469049,0.0664065,0.0195009,0.0469049,0.0664065
61,0,0,0,0.0299146,0.0352053,0.0636384,0.0299146,0.0352053,0.0636384
62,0,0,0,0.0653434,-0.0283125,0.0317754,0.0653434,-0.0283125,0.0317754
63,0,0,0,0.0359785,0.00587868,0.0281659,0.0359785,0.00587868,0.0281659
64,0,0,0,0.0191808,-0.0741238,0.00963534,0.0191808,-0.0741238,0.00963534
65,0,0,0,0.00141349,0.0108708,0.0216135,0.00141349,0.0108708,0.0216135
66,0,0,0,0.0524393,-0.0519114,0.0393879,0.0524393,-0.0519114,0.0393879
67,0,0,0,0.0603156,-0.0211631,0.0258747,0.0603156,-0.0211631,0.0258747
68,0,0,0,0.0345397,-0.0666373,0.0353484,0.0345397,-0.0666373,0.0353484
