vtx,x,y,z
0,0.0921309,0.203255,0.523234
1,0.0879948,0.206418,0.520489
2,0.0928344,0.19878,0.526118
3,0.0883725,0.196687,0.530008
4,0.0872513,0.193705,0.531585
5,0.0817239,0.200072,0.526128
6,0.0987712,0.205591,0.514034
7,0.0966868,0.207427,0.513722
8,0.0803923,0.201033,0.52369
9,0.0857127,0.207672,0.514636
10,0.0920237,0.190547,0.524876
11,0.0757097,0.183103,0.527883
12,0.0820559,0.188951,0.530734
13,0.0971295,0.197549,0.516966
14,0.0832821,0.185852,0.531178
15,0.0990445,0.210497,0.501529
16,0.100854,0.204581,0.505425
17,0.0792257,0.183957,0.535075
18,0.1039,0.206577,0.502455
19,0.0751487,0.196807,0.520793
20,0.100159,0.196652,0.512962
21,0.0705267,0.188727,0.525286
22,0.0787303,0.180891,0.536012
23,0.0976591,0.188647,0.521003
24,0.0644864,0.189846,0.520183
25,0.0762082,0.198722,0.513235
26,0.0915139,0.208453,0.500621
27,0.0965729,0.175812,0.529925
28,0.0717312,0.179866,0.528179
29,0.093713,0.180097,0.527158
30,0.106223,0.192621,0.510316
31,0.10503,0.182053,0.518927
32,0.112958,0.199005,0.501537
33,0.112994,0.194561,0.506906
34,0.0809058,0.204827,0.507524
35,0.0819907,0.208697,0.492527
36,0.086869,0.207803,0.506953
37,0.0884622,0.176693,0.533917
38,0.0676128,0.200138,0.496279
39,0.0988171,0.16995,0.529685
40,0.113037,0.183606,0.514207
41,0.0796529,0.206976,0.49711
42,0.0826018,0.172764,0.533386
43,0.113695,0.195553,0.486982
44,0.108416,0.178092,0.521453
45,0.0670281,0.180117,0.524765
46,0.092688,0.206748,0.491244
47,0.0602303,0.185562,0.520981
48,0.0735312,0.176828,0.530967
49,0.103788,0.203198,0.492938
50,0.117059,0.185591,0.504854
51,0.0656239,0.171913,0.525499
52,0.105793,0.172748,0.524509
53,0.053916,0.188682,0.512936
54,0.0466346,0.188055,0.51043
55,0.114969,0.175073,0.513408
56,0.0719004,0.203592,0.492283
57,0.11731,0.189928,0.500273
58,0.0665979,0.208901,0.482847
59,0.103469,0.164039,0.522946
60,0.0577052,0.194301,0.491805
61,0.0620595,0.194524,0.502767
62,0.0558946,0.17419,0.519389
63,0.0646536,0.207496,0.483852
64,0.0946344,0.163844,0.53044
65,0.059896,0.189351,0.512212
66,0.0759587,0.160998,0.527945
67,0.0464611,0.177103,0.514992
68,0.0813443,0.156664,0.527953
69,0.106749,0.161919,0.515388
70,0.0517845,0.186572,0.504757
71,0.0425903,0.182426,0.51192
72,0.109903,0.197286,0.482198
73,0.0645571,0.198284,0.484061
74,0.0974713,0.160194,0.522719
75,0.101216,0.201476,0.481483
76,0.103372,0.158138,0.517268
77,0.116896,0.179225,0.497729
78,0.0559803,0.189458,0.500796
79,0.0694862,0.163692,0.525894
80,0.0591867,0.165035,0.520376
81,0.0863349,0.152587,0.525975
82,0.1167,0.193372,0.495695
83,0.0928682,0.203651,0.478212
84,0.0679541,0.155513,0.530528
85,0.0936399,0.155091,0.524387
86,0.0569563,0.155779,0.526611
87,0.115659,0.174107,0.500276
88,0.0633613,0.150736,0.531394
89,0.11636,0.190999,0.48142
90,0.100906,0.207033,0.467923
91,0.111811,0.167252,0.506327
92,0.0686837,0.209166,0.476697
93,0.053061,0.145105,0.528037
94,0.0910265,0.160319,0.530173
95,0.115434,0.183209,0.493479
96,0.0615043,0.204841,0.479786
97,0.107837,0.205047,0.467962
98,0.0452692,0.181255,0.500351
99,0.0794356,0.147548,0.531585
100,0.0619949,0.207576,0.477317
101,0.0411291,0.181563,0.504811
102,0.0616101,0.194953,0.481483
103,0.0736145,0.14941,0.532961
104,0.11893,0.198803,0.465143
105,0.0847672,0.20403,0.469846
106,0.0719429,0.146335,0.533452
107,0.0471617,0.182605,0.495197
108,0.117097,0.18779,0.486721
