vtx,x,y,z
0,0.104527,0.0174384,0.540112
1,0.0986695,0.0172105,0.539631
2,0.108621,0.020887,0.540514
3,0.108442,0.0264772,0.537657
4,0.109863,0.0297318,0.53788
5,0.100101,0.0274233,0.537416
6,0.103375,0.00860396,0.547499
7,0.10087,0.00865598,0.546267
8,0.0974336,0.0269133,0.538537
9,0.0934173,0.0160882,0.543114
10,0.111237,0.0266448,0.54606
11,0.104629,0.0435011,0.544442
12,0.107929,0.0361667,0.540171
13,0.107498,0.0160605,0.549448
14,0.11048,0.0375924,0.541839
15,0.0947907,0.00126499,0.554767
16,0.100871,0.00526942,0.555439
17,0.110496,0.0427863,0.538953
18,0.100565,0.0009768,0.557327
19,0.094157,0.0323897,0.542141
20,0.107991,0.0134292,0.553821
21,0.0969675,0.0423392,0.542195
22,0.112057,0.0454869,0.539855
23,0.114121,0.0229998,0.551453
24,0.0894735,0.0440372,0.544317
25,0.0900813,0.0280624,0.547306
26,0.0899021,0.00739458,0.555076
27,0.123959,0.0351936,0.55147
28,0.103446,0.0484461,0.545214
29,0.118487,0.0333305,0.550603
30,0.112802,0.0113253,0.559552
31,0.121347,0.0219429,0.558477
32,0.110054,-0.000192484,0.56433
33,0.11495,0.00445139,0.562606
34,0.0876153,0.0190358,0.549377
35,0.0787768,0.011094,0.55934
36,0.0901884,0.0128692,0.549407
37,0.119858,0.0412151,0.54603
38,0.0744341,0.0276157,0.558141
39,0.128142,0.0376134,0.555498
40,0.123881,0.0141105,0.563061
41,0.0803,0.0152202,0.556182
42,0.117214,0.0476276,0.547447
43,0.104576,-0.00279604,0.578074
44,0.126921,0.0231583,0.559451
45,0.0981914,0.0503577,0.546788
46,0.0866328,0.00490007,0.563778
47,0.0888488,0.0500294,0.545218
48,0.107596,0.0501689,0.545112
49,0.0970727,0.000432734,0.566824
50,0.120941,0.00720723,0.57022
51,0.101362,0.0570852,0.550605
52,0.129115,0.0294758,0.559504
53,0.0786847,0.049657,0.548432
54,0.0724834,0.0541841,0.549187
55,0.128793,0.0183863,0.568983
56,0.0738183,0.0211947,0.560274
57,0.11671,0.00268215,0.571435
58,0.0626589,0.0182389,0.563576
59,0.130655,0.0364681,0.565238
60,0.0677013,0.0367927,0.562881
61,0.0764482,0.0371149,0.554979
62,0.0901739,0.0601332,0.552071
63,0.06245,0.0207942,0.563154
64,0.128369,0.0447832,0.557497
65,0.0822489,0.0449798,0.549928
66,0.11504,0.0583618,0.557133
67,0.0798202,0.0631059,0.551857
68,0.120879,0.0577327,0.560773
69,0.130014,0.0334185,0.573184
70,0.0738311,0.0499722,0.555689
71,0.0729963,0.0611569,0.550371
72,0.0985697,-0.00290883,0.580094
73,0.0667211,0.0271627,0.568232
74,0.128022,0.0430044,0.566343
75,0.0900528,-0.000194638,0.576405
76,0.130321,0.0388131,0.573128
77,0.120044,0.00946773,0.579504
78,0.0734159,0.0439927,0.558118
79,0.108107,0.0601997,0.555832
80,0.0972473,0.0644401,0.557245
81,0.125271,0.0565763,0.565755
82,0.11228,-0.000659934,0.572979
83,0.0813797,0.00288436,0.575971
84,0.113198,0.0682065,0.556533
85,0.128505,0.0495366,0.567129
