vtx,cx,cy,cz,hx,hy,hz,fx,fy,fz
0,0,0,0,-0.0128118,0.0177735,0.029786,-0.0128118,0.0177735,0.029786
1,0,0,0,0.0113616,0.0165181,0.0326166,0.0113616,0.0165181,0.0326166
2,0,0,0,-0.0238627,0.0138837,0.0141341,-0.0238627,0.0138837,0.0141341
3,0,0,0,-0.00538193,0.00283903,0.0164551,-0.00538193,0.00283903,0.0164551
4,0,0,0,-0.0238749,-0.00832645,0.0356589,-0.0238749,-0.00832645,0.0356589
5,0,0,0,0.00200048,0.000687448,0.0149441,0.00200048,0.000687448,0.0149441
6,0,0,0,-0.00898498,0.00922765,0.0046888,-0.00898498,0.00922765,0.0046888
7,0,0,0,-0.00216276,0.0117201,0.01086,-0.00216276,0.0117201,0.01086
8,0,0,0,0.0267027,0.000127395,0.0353714,0.0267027,0.000127395,0.0353714
9,0,0,0,0.0541721,0.0385414,0.066531,0.0541721,0.0385414,0.066531
10,0,0,0,-0.0588997,0.0207952,0.0326226,-0.0588997,0.0207952,0.0326226
11,0,0,0,-0.000369855,-0.0121183,0.0365888,-0.000369855,-0.0121183,0.0365888
12,0,0,0,-0.00439409,-0.00886995,0.0276536,-0.00439409,-0.00886995,0.0276536
13,0,0,0,-0.0448143,0.0270538,0.0161885,-0.0448143,0.0270538,0.0161885
14,0,0,0,-0.0106584,0.00387564,0.0102301,-0.0106584,0.00387564,0.0102301
15,0,0,0,0.00196558,0.0140359,0.00764241,0.00196558,0.0140359,0.00764241
16,0,0,0,-0.0343539,0.0339215,0.0271307,-0.0343539,0.0339215,0.0271307
17,0,0,0,0.00320109,-0.000735085,0.0187377,0.00320109,-0.000735085,0.0187377
18,0,0,0,-0.0125418,0.0386257,0.0274932,-0.0125418,0.0386257,0.0274932
19,0,0,0,0.023313,-0.00315184,0.0318794,0.023313,-0.00315184,0.0318794
20,0,0,0,-0.0421821,0.0403796,0.0415701,-0.0421821,0.0403796,0.0415701
21,0,0,0,0.00142905,-0.0329203,0.0926524,0.00142905,-0.0329203,0.0926524
22,0,0,0,-0.00171597,-0.00929317,0.0165453,-0.00171597,-0.00929317,0.0165453
23,0,0,0,-0.0351243,0.0218301,0.0331481,-0.0351243,0.0218301,0.0331481
24,0,0,0,0.0158125,0.00232263,0.0356747,0.0158125,0.00232263,0.0356747
25,0,0,0,0.0677111,0.0125964,0.0793683,0.0677111,0.0125964,0.0793683
26,0,0,0,0.0129538,0.016169,0.0159128,0.0129538,0.016169,0.0159128
27,0,0,0,-0.0226791,0.0131687,0.0292793,-0.0226791,0.0131687,0.0292793
28,0,0,0,0.00472874,-0.0190485,0.0484303,0.00472874,-0.0190485,0.0484303
29,0,0,0,-0.0274606,0.0222172,0.0395629,-0.0274606,0.0222172,0.0395629
30,0,0,0,-0.0441482,0.0407003,0.0742699,-0.0441482,0.0407003,0.0742699
31,0,0,0,-0.0189253,0.0204323,0.0365841,-0.0189253,0.0204323,0.0365841
32,0,0,0,-0.0214797,0.0592571,0.023608,-0.0214797,0.0592571,0.023608
33,0,0,0,-0.0462735,0.0467782,0.0626728,-0.0462735,0.0467782,0.0626728
34,0,0,0,0.0198761,0.00573309,0.0236896,0.0198761,0.00573309,0.0236896
35,0,0,0,0.0111098,0.0177972,0.0154398,0.0111098,0.0177972,0.0154398
36,0,0,0,0.0311955,0.0296436,0.0353544,0.0311955,0.0296436,0.0353544
37,0,0,0,-0.00983722,0.00058083,0.00963818,-0.00983722,0.00058083,0.00963818
38,0,0,0,0.0454066,0.0106727,0.0500136,0.0454066,0.0106727,0.0500136
39,0,0,0,-0.0494978,0.000128733,0.0297338,-0.0494978,0.000128733,0.0297338
40,0,0,0,-0.0446663,0.0318335,0.0321067,-0.0446663,0.0318335,0.0321067
41,0,0,0,0.0427038,0.0177829,0.0657303,0.0427038,0.0177829,0.0657303
42,0,0,0,-0.0174327,-0.018162,0.0190187,-0.0174327,-0.018162,0.0190187
43,0,0,0,-0.0179379,0.0993197,0.00811157,-0.0179379,0.0993197,0.00811157
44,0,0,0,-0.0225452,0.0140077,0.020514,-0.0225452,0.0140077,0.020514
45,0,0,0,-0.000613641,-0.04364,0.0757136,-0.000613641,-0.04364,0.0757136
46,0,0,0,0.0322279,0.0682961,0.0230224,0.0322279,0.0682961,0.0230224
47,0,0,0,0.00322485,-0.0182967,0.0556835,0.00322485,-0.0182967,0.0556835
48,0,0,0,-0.00360168,-0.0227095,0.0255715,-0.00360168,-0.0227095,0.0255715
49,0,0,0,0.0176102,0.0665378,0.011369,0.0176102,0.0665378,0.011369
50,0,0,0,-0.0343723,0.0264971,-0.000333064,-0.0343723,0.0264971,-0.000333064
51,0,0,0,-0.00402879,-0.0358246,0.0489199,-0.00402879,-0.0358246,0.0489199
52,0,0,0,-0.0243626,0.00526837,0.0120815,-0.0243626,0.00526837,0.0120815
53,0,0,0,0.00650061,0.00756266,0.0133264,0.00650061,0.00756266,0.0133264
54,0,0,0,0.00714024,0.00428077,0.00934412,0.00714024,0.00428077,0.00934412
55,0,0,0,-0.0527401,0.0222453,0.00115249,-0.0527401,0.0222453,0.00115249
56,0,0,0,0.0273175,-0.00276664,0.038863,0.0273175,-0.00276664,0.038863
57,0,0,0,-0.0147425,0.0161743,0.00101288,-0.0147425,0.0161743,0.00101288
58,0,0,0,0.0162048,0.0162492,0.0266038,0.0162048,0.0162492,0.0266038
59,0,0,0,-0.0334802,-0.00154174,0.00211788,-0.0334802,-0.00154174,0.00211788
60,0,0,0,0.0391218,0.00980347,0.0365264,0.0391218,0.00980347,0.0365264
61,0,0,0,0.040072,0.0032517,0.0486214,0.040072,0.0032517,0.0486214
62,0,0,0,-0.00974184,-0.0374349,0.0497155,-0.00974184,-0.0374349,0.0497155
63,0,0,0,0.00944848,-0.0120619,0.0248792,0.00944848,-0.0120619,0.0248792
64,0,0,0,-0.0531951,-0.0140498,0.0263147,-0.0531951,-0.0140498,0.0263147
65,0,0,0,0.0116308,0.00775979,0.0145665,0.0116308,0.00775979,0.0145665
66,0,0,0,-0.0285741,-0.0264062,0.0553459,-0.0285741,-0.0264062,0.0553459
67,0,0,0,-0.00596131,-0.0362001,0.0431747,-0.00596131,-0.0362001,0.0431747
68,0,0,0,-0.0437943,-0.0158002,0.0500658,-0.0437943,-0.0158002,0.0500658
69,0,0,0,-0.0463458,0.00789992,9.52909e-05,-0.0463458,0.00789992,9.52909e-05
70,0,0,0,0.027316,0.0164151,0.0215601,0.027316,0.0164151,0.0215601
71,0,0,0,0.00226954,-0.00322371,0.00679037,0.00226954,-0.00322371,0.00679037
72,0,0,0,-0.0152681,0.0756784,0.0392145,-0.0152681,0.0756784,0.0392145
73,0,0,0,0.00625239,-0.00376463,0.00764535,0.00625239,-0.00376463,0.00764535
74,0,0,0,-0.0221056,0.000397859,0.00238081,-0.0221056,0.000397859,0.00238081
75,0,0,0,0.0104978,0.0656006,0.0462469,0.0104978,0.0656006,0.0462469
76,0,0,0,-0.0262488,-0.000893861,0.00181249,-0.0262488,-0.000893861,0.00181249
77,0,0,0,-0.0295744,0.0238516,-0.00754066,-0.0295744,0.0238516,-0.00754066
78,0,0,0,0.0458842,0.00324311,0.048247,0.0458842,0.00324311,0.048247
79,0,0,0,-0.00928524,-0.0160167,0.0422078,-0.00928524,-0.0160167,0.0422078
80,0,0,0,0.00252532,-0.0258068,0.0520764,0.00252532,-0.0258068,0.0520764
81,0,0,0,-0.0449176,-0.00657691,0.0267802,-0.0449176,-0.00657691,0.0267802
82,0,0,0,-0.00547823,0.00747238,-4.28146e-05,-0.00547823,0.00747238,-4.28146e-05
83,0,0,0,0.0325992,0.0801495,0.0572548,0.0325992,0.0801495,0.0572548
84,0,0,0,-0.00861302,-0.00465002,0.0437785,-0.00861302,-0.00465002,0.0437785
85,0,0,0,-0.0445317,-0.00352061,0.00536174,-0.0445317,-0.00352061,0.00536174
86,0,0,0,0.00520223,-0.0127503,0.0582063,0.00520223,-0.0127503,0.0582063
87,0,0,0,-0.0449752,0.0258432,-0.00743944,-0.0449752,0.0258432,-0.00743944
88,0,0,0,-0.0114309,-0.0160355,0.0513263,-0.0114309,-0.0160355,0.0513263
89,0,0,0,-0.0459851,0.0902136,0.0388598,-0.0459851,0.0902136,0.0388598
90,0,0,0,0.0143358,0.0515534,0.0497715,0.0143358,0.0515534,0.0497715
91,0,0,0,-0.0485632,0.0170996,-0.00220639,-0.0485632,0.0170996,-0.00220639
92,0,0,0,0.0248961,0.0325231,0.0154139,0.0248961,0.0325231,0.0154139
93,0,0,0,-0.00373389,-0.0220973,0.0490101,-0.00373389,-0.0220973,0.0490101
94,0,0,0,-0.0221764,-0.010722,0.0128796,-0.0221764,-0.010722,0.0128796
95,0,0,0,-0.05021,0.0453859,-0.0106806,-0.05021,0.0453859,-0.0106806
96,0,0,0,0.0110743,-0.018785,0.0152276,0.0110743,-0.018785,0.0152276
97,0,0,0,-0.00096818,0.0551336,0.0438855,-0.00096818,0.0551336,0.0438855
98,0,0,0,0.0489646,0.00617414,0.00754252,0.0489646,0.00617414,0.00754252
99,0,0,0,-0.0359121,0.00713249,0.046595,-0.0359121,0.00713249,0.046595
100,0,0,0,0.0106963,-0.00148517,0.00589246,0.0106963,-0.00148517,0.00589246
101,0,0,0,0.0407799,-0.00487193,0.0125383,0.0407799,-0.00487193,0.0125383
102,0,0,0,0.00995072,0.00236982,0.00805467,0.00995072,0.00236982,0.00805467
103,0,0,0,-0.0216465,-0.000932453,0.0379413,-0.0216465,-0.000932453,0.0379413
104,0,0,0,-0.0351732,0.0952805,0.0434474,-0.0351732,0.0952805,0.0434474
105,0,0,0,0.0294162,0.0323897,0.0320419,0.0294162,0.0323897,0.0320419
106,0,0,0,-0.0088447,-0.00436368,0.0155816,-0.0088447,-0.00436368,0.0155816
107,0,0,0,0.0299115,-0.0100711,0.0272098,0.0299115,-0.0100711,0.0272098
108,0,0,0,-0.050043,0.0549132,0.000416068,-0.050043,0.0549132,0.000416068
109,0,0,0,0.0137405,-0.00903089,0.0118599,0.0137405,-0.00903089,0.0118599
110,0,0,0,0.0323131,0.00901034,0.0240156,0.0323131,0.00901034,0.0240156
111,0,0,0,0.00302056,-0.0326069,0.053316,0.00302056,-0.0326069,0.053316
112,0,0,0,0.0295503,0.04274,0.0448836,0.0295503,0.04274,0.0448836
113,0,0,0,-0.0696729,0.0103036,0.0212613,-0.0696729,0.0103036,0.0212613
114,0,0,0,-0.0252164,0.0141231,0.00104909,-0.0252164,0.0141231,0.00104909
115,0,0,0,0.0151401,0.00315333,0.00232888,0.0151401,0.00315333,0.00232888
116,0,0,0,0.0117786,-0.0114221,0.00996661,0.0117786,-0.0114221,0.00996661
117,0,0,0,-0.0533945,0.0186476,0.0242227,-0.0533945,0.0186476,0.0242227
118,0,0,0,-0.053422,0.0490005,0.018804,-0.053422,0.0490005,0.018804
119,0,0,0,0.0410776,-0.00559429,0.0369922,0.0410776,-0.00559429,0.0369922
120,0,0,0,-0.0336762,0.056029,0.0152937,-0.0336762,0.056029,0.0152937
121,0,0,0,0.000217445,-0.0455938,0.037623,0.000217445,-0.0455938,0.037623
122,0,0,0,0.0246977,-0.0472135,0.0717552,0.0246977,-0.0472135,0.0717552
123,0,0,0,0.0117637,-0.0224566,0.0399969,0.0117637,-0.0224566,0.0399969
124,0,0,0,-0.00722594,0.00463057,-0.00123457,-0.00722594,0.00463057,-0.00123457
125,0,0,0,0.007584,0.101565,0.0295695,0.007584,0.101565,0.0295695
126,0,0,0,0.0144919,-0.00219205,0.00638208,0.0144919,-0.00219205,0.00638208
127,0,0,0,0.025527,0.0513058,0.0206157,0.025527,0.0513058,0.0206157
128,0,0,0,0.0245913,-0.0280303,0.0220404,0.0245913,-0.0280303,0.0220404
