vtx,cx,cy,cz,hx,hy,hz,fx,fy,fz
0,0,0,0,-0.0190733,0.0254346,0.0216562,-0.0190733,0.0254346,0.0216562
1,0,0,0,0.00454616,0.0254564,0.0288509,0.00454616,0.0254564,0.0288509
2,0,0,0,-0.0275124,0.0171301,0.00586904,-0.0275124,0.0171301,0.00586904
3,0,0,0,-0.009723,0.0074593,0.0145708,-0.009723,0.0074593,0.0145708
4,0,0,0,-0.0325266,0.00137927,0.033354,-0.0325266,0.00137927,0.033354
5,0,0,0,-0.00203059,0.00509092,0.0150254,-0.00203059,0.00509092,0.0150254
6,0,0,0,-0.0107267,0.00998217,0.000689202,-0.0107267,0.00998217,0.000689202
7,0,0,0,-0.00509385,0.0141527,0.00692884,-0.00509385,0.0141527,0.00692884
8,0,0,0,0.0193662,0.0108783,0.039565,0.0193662,0.0108783,0.039565
9,0,0,0,0.0414031,0.0568674,0.0625106,0.0414031,0.0568674,0.0625106
10,0,0,0,-0.0675155,0.0288452,0.0156667,-0.0675155,0.0288452,0.0156667
11,0,0,0,-0.00922818,-0.0015284,0.0409498,-0.00922818,-0.0015284,0.0409498
12,0,0,0,-0.0112166,-0.000975909,0.0292966,-0.0112166,-0.000975909,0.0292966
13,0,0,0,-0.04838,0.0298702,0.000335354,-0.04838,0.0298702,0.000335354
14,0,0,0,-0.0141402,0.00665831,0.00740116,-0.0141402,0.00665831,0.00740116
15,0,0,0,-0.00057479,0.0150231,0.00384092,-0.00057479,0.0150231,0.00384092
16,0,0,0,-0.0379817,0.037907,0.00993903,-0.0379817,0.037907,0.00993903
17,0,0,0,-0.0014037,0.00483689,0.0196707,-0.0014037,0.00483689,0.0196707
18,0,0,0,-0.0170447,0.0416963,0.0125413,-0.0170447,0.0416963,0.0125413
19,0,0,0,0.0165947,0.00669952,0.0369923,0.0165947,0.00669952,0.0369923
20,0,0,0,-0.0494235,0.0488893,0.0205359,-0.0494235,0.0488893,0.0205359
21,0,0,0,-0.0191591,-0.00642315,0.105373,-0.0191591,-0.00642315,0.105373
