sim_time,iter,tau_x_surface_com,tau_x_surface_center,tau_x_all_com,force_sum_x,force_sum_y,force_sum_z,ramp
0.5,240,1.09764,1.08924,1.09764,-2.54819e-07,-9.18815e-07,5.72703,1
1,480,0.247919,-0.892094,0.247919,-2.68023e-06,6.78853e-06,7.58154,1
1.5,720,-0.079057,0.920645,-0.079057,-6.88527e-06,8.50996e-08,15.4932,1
