sim_time,iter,tau_x_surface_com,tau_x_surface_center,tau_x_all_com,force_sum_x,force_sum_y,force_sum_z,ramp
0.5,240,1.06575,0.947568,1.06575,-2.11622e-06,1.33693e-06,6.04632,1
1,480,0.904308,0.742683,0.904308,1.30896e-06,1.17659e-05,1.34634,1
1.5,720,1.2842,1.28712,1.2842,-7.77218e-08,4.64835e-06,0.250029,1
