sim_time,iter,tau_x_surface_com,tau_x_surface_center,tau_x_all_com,force_sum_x,force_sum_y,force_sum_z,ramp
0.5,240,0.655924,0.641467,0.655924,-1.2932e-05,3.45139e-06,3.8774,1
1,480,0.252578,-0.904964,0.252578,-1.76634e-06,7.88501e-06,6.93933,1
1.5,720,0.35063,4.81768,0.35063,6.24632e-06,5.98501e-06,27.6645,1
