vtx,cx,cy,cz,hx,hy,hz,fx,fy,fz
0,0,0,0,-0.0103172,-0.0253646,-0.0235144,-0.0103172,-0.0253646,-0.0235144
1,0,0,0,-0.00198586,-0.0344987,-0.00407138,-0.00198586,-0.0344987,-0.00407138
2,0,0,0,-0.0147566,-0.00653516,-0.0262289,-0.0147566,-0.00653516,-0.0262289
3,0,0,0,0.00115182,-0.0125756,-0.0120379,0.00115182,-0.0125756,-0.0120379
4,0,0,0,0.0132955,-0.0160165,-0.0409032,0.0132955,-0.0160165,-0.0409032
5,0,0,0,0.00451913,-0.0130868,-0.00454904,0.00451913,-0.0130868,-0.00454904
6,0,0,0,-0.00790235,-0.00272463,-0.00705799,-0.00790235,-0.00272463,-0.00705799
7,0,0,0,-0.00664778,-0.0100504,-0.00447474,-0.00664778,-0.0100504,-0.00447474
8,0,0,0,0.0170964,-0.0390085,0.00619952,0.0170964,-0.0390085,0.00619952
9,0,0,0,-0.000421658,-0.0728082,0.0124845,-0.000421658,-0.0728082,0.0124845
10,0,0,0,-0.0266427,-0.0104362,-0.0719272,-0.0266427,-0.0104362,-0.0719272
11,0,0,0,0.0244008,-0.027333,-0.0200923,0.0244008,-0.027333,-0.0200923
12,0,0,0,0.0168161,-0.0182274,-0.0185159,0.0168161,-0.0182274,-0.0185159
13,0,0,0,-0.031182,-0.00434563,-0.0438975,-0.031182,-0.00434563,-0.0438975
14,0,0,0,-0.00339285,-0.00573936,-0.0143985,-0.00339285,-0.00573936,-0.0143985
15,0,0,0,-0.00489443,-0.00521586,-0.000229338,-0.00489443,-0.00521586,-0.000229338
16,0,0,0,-0.0220372,-0.013262,-0.0274053,-0.0220372,-0.013262,-0.0274053
17,0,0,0,0.00826376,-0.0182616,-0.00618391,0.00826376,-0.0182616,-0.00618391
18,0,0,0,-0.0160468,-0.0175023,-0.0126285,-0.0160468,-0.0175023,-0.0126285
19,0,0,0,0.0184445,-0.0340367,0.00492765,0.0184445,-0.0340367,0.00492765
20,0,0,0,-0.0331645,-0.0294178,-0.050836,-0.0331645,-0.0294178,-0.050836
21,0,0,0,0.0631152,-0.0668293,-0.0503161,0.0631152,-0.0668293,-0.0503161
22,0,0,0,0.015131,-0.0101643,-0.0105627,0.015131,-0.0101643,-0.0105627
23,0,0,0,-0.0212763,-0.0228624,-0.0503771,-0.0212763,-0.0228624,-0.0503771
24,0,0,0,0.0129034,-0.036491,-0.00317008,0.0129034,-0.036491,-0.00317008
25,0,0,0,0.0216431,-0.0713778,0.0161899,0.0216431,-0.0713778,0.0161899
26,0,0,0,-0.00260216,-0.00832632,0.00188236,-0.00260216,-0.00832632,0.00188236
27,0,0,0,-0.0120664,-0.0259148,-0.0444245,-0.0120664,-0.0259148,-0.0444245
28,0,0,0,0.037438,-0.0378148,-0.022737,0.037438,-0.0378148,-0.022737
29,0,0,0,-0.0192336,-0.0366313,-0.0512233,-0.0192336,-0.0366313,-0.0512233
30,0,0,0,-0.024532,-0.0526553,-0.0666936,-0.024532,-0.0526553,-0.0666936
31,0,0,0,-0.0162483,-0.0393862,-0.0425551,-0.0162483,-0.0393862,-0.0425551
32,0,0,0,-0.0318164,-0.01965,-0.0166327,-0.0318164,-0.01965,-0.0166327
33,0,0,0,-0.0272676,-0.0393781,-0.0541077,-0.0272676,-0.0393781,-0.0541077
34,0,0,0,0.00208462,-0.00902703,0.00234784,0.00208462,-0.00902703,0.00234784
35,0,0,0,-0.00126823,-0.00108862,0.000332741,-0.00126823,-0.00108862,0.000332741
36,0,0,0,-0.00559222,-0.0295011,0.00703098,-0.00559222,-0.0295011,0.00703098
37,0,0,0,7.3557e-05,-0.00467094,-0.0151812,7.3557e-05,-0.00467094,-0.0151812
38,0,0,0,0.00131658,-0.00649044,0.0017524,0.00131658,-0.00649044,0.0017524
39,0,0,0,-0.00528952,-0.00344163,-0.0813644,-0.00528952,-0.00344163,-0.0813644
40,0,0,0,-0.0374,-0.0226027,-0.0630465,-0.0374,-0.0226027,-0.0630465
41,0,0,0,0.000636827,-0.0056165,0.000586014,0.000636827,-0.0056165,0.000586014
42,0,0,0,0.0223958,-0.000904465,-0.0307034,0.0223958,-0.000904465,-0.0307034
43,0,0,0,-0.036701,-0.0136185,-0.00467636,-0.036701,-0.0136185,-0.00467636
44,0,0,0,-0.0174731,-0.0172024,-0.0398698,-0.0174731,-0.0172024,-0.0398698
45,0,0,0,0.0704549,-0.0493949,-0.0453815,0.0704549,-0.0493949,-0.0453815
46,0,0,0,-0.0119144,-0.0134164,0.0054932,-0.0119144,-0.0134164,0.0054932
47,0,0,0,0.0366189,-0.0411546,-0.0269649,0.0366189,-0.0411546,-0.0269649
48,0,0,0,0.0322759,-0.0118019,-0.0191819,0.0322759,-0.0118019,-0.0191819
49,0,0,0,-0.0197259,-0.0148861,0.00544628,-0.0197259,-0.0148861,0.00544628
50,0,0,0,-0.0297269,0.00458265,-0.0241301,-0.0297269,0.00458265,-0.0241301
51,0,0,0,0.0539857,-0.0276236,-0.0342213,0.0539857,-0.0276236,-0.0342213
52,0,0,0,-0.0108217,-0.00171303,-0.0385548,-0.0108217,-0.00171303,-0.0385548
