vtx,x,y,z
0,0.0723304,0.12193,0.0635868
1,0.072007,0.116134,0.0626533
2,0.0696894,0.12603,0.0658409
3,0.0634163,0.12616,0.0659537
4,0.060736,0.127641,0.0677607
5,0.0620411,0.117898,0.0655963
6,0.0835273,0.120034,0.0658675
7,0.0827755,0.117639,0.0646398
8,0.0628853,0.115151,0.0661413
9,0.0743859,0.110635,0.0647848
10,0.0673788,0.128306,0.0735951
11,0.0514194,0.122117,0.0795425
12,0.0560435,0.125635,0.0726566
13,0.0781026,0.124148,0.0713638
14,0.055697,0.128049,0.074979
15,0.0929948,0.110834,0.0682087
16,0.0901014,0.116922,0.0710923
17,0.0497601,0.128375,0.0749035
18,0.0947614,0.116402,0.0707287
19,0.0595928,0.111716,0.071573
20,0.0825114,0.124258,0.0740152
21,0.0509964,0.114688,0.0764101
22,0.0478869,0.129893,0.0770759
23,0.0732779,0.130685,0.0768763
24,0.0501006,0.107078,0.0784349
25,0.0656315,0.107183,0.0737479
26,0.0874958,0.106054,0.0709503
27,0.0630426,0.140621,0.0833517
28,0.0473521,0.120957,0.0824002
29,0.0639909,0.135232,0.081284
30,0.0872954,0.128534,0.0784609
31,0.0778597,0.137239,0.083142
32,0.099555,0.125245,0.0770959
33,0.0949018,0.130326,0.0781202
34,0.0744371,0.104411,0.0711941
35,0.0856565,0.0946833,0.0755122
36,0.0800166,0.10687,0.068555
37,0.0549692,0.137088,0.0810629
38,0.0702768,0.0906906,0.0817222
39,0.0630014,0.14445,0.0883562
40,0.0870387,0.13927,0.0837287
41,0.0806211,0.0965275,0.0747708
42,0.0498405,0.134426,0.0850942
43,0.10799,0.118569,0.0875881
44,0.0775259,0.14271,0.0850066
45,0.0461194,0.115628,0.0842208
46,0.093607,0.102053,0.0771487
47,0.0451946,0.106465,0.0819192
48,0.0460028,0.125107,0.0834647
49,0.099507,0.112121,0.0785739
50,0.096314,0.135626,0.0866007
51,0.0421129,0.118546,0.0909242
52,0.0720893,0.144951,0.0881744
53,0.0464935,0.0960478,0.0837454
54,0.0425225,0.0898304,0.086028
55,0.0862677,0.143661,0.0913355
56,0.0769119,0.0897949,0.0805955
57,0.100657,0.131259,0.0852376
58,0.0804829,0.0783548,0.0812403
59,0.0686642,0.146048,0.0966093
60,0.0640112,0.0837005,0.0895125
61,0.0605043,0.0930994,0.0834867
62,0.0394933,0.107312,0.0926582
63,0.0780209,0.0782055,0.0820489
64,0.0576183,0.144584,0.0934827
65,0.0515029,0.0994085,0.0831919
66,0.0447473,0.131592,0.0983874
67,0.0362308,0.0970325,0.0929925
68,0.0473077,0.13705,0.101779
69,0.075011,0.144653,0.102156
70,0.0493157,0.0905899,0.0898242
71,0.0369262,0.0903156,0.0903226
72,0.108734,0.112424,0.0888369
73,0.0749686,0.0820896,0.0897415
74,0.0632731,0.143408,0.100423
75,0.104184,0.104311,0.0861391
76,0.070238,0.145023,0.104648
77,0.0985799,0.13391,0.0957959
78,0.0557109,0.0898905,0.089143
79,0.0421375,0.124845,0.0974988
80,0.0384389,0.113956,0.0997564
81,0.0508698,0.140934,0.106001
82,0.104102,0.12668,0.0847011
83,0.100811,0.0957594,0.0864671
84,0.03567,0.129995,0.102227
85,0.0579007,0.143908,0.104193
86,0.0301491,0.120058,0.104601
87,0.0945275,0.136704,0.0989654
88,0.0303247,0.12937,0.106131
89,0.111914,0.118989,0.09426
90,0.114041,0.0937404,0.0883971
91,0.0858896,0.140505,0.101965
92,0.0858406,0.0760178,0.0840122
93,0.0231128,0.122647,0.113202
94,0.0540818,0.143427,0.0968802
95,0.101376,0.128731,0.0946779
