vtx,x,y,z
0,0.151167,0.0339823,0.41165
1,0.14916,0.0286898,0.413237
2,0.149532,0.0388306,0.409981
3,0.144439,0.0394412,0.40636
4,0.141995,0.0418903,0.405464
5,0.140401,0.0325152,0.408773
6,0.158529,0.0328554,0.42052
7,0.157575,0.030242,0.420228
8,0.139807,0.0304994,0.410798
9,0.148059,0.025179,0.418402
10,0.144969,0.0452681,0.41315
11,0.127003,0.0446422,0.410652
12,0.135213,0.0433231,0.407018
13,0.15315,0.0397931,0.419535
14,0.134775,0.046643,0.407429
15,0.161724,0.0258911,0.431521
16,0.16032,0.0327837,0.429324
17,0.130108,0.0472697,0.403796
18,0.164072,0.0318207,0.432007
19,0.133377,0.0309638,0.414123
20,0.155554,0.0410622,0.423921
21,0.125306,0.0367862,0.411303
22,0.128173,0.0498807,0.403593
23,0.149147,0.0486719,0.417904
24,0.120813,0.0317008,0.415359
25,0.135591,0.027998,0.42103
26,0.154214,0.0238624,0.432219
27,0.141578,0.0612771,0.412382
28,0.121965,0.0455941,0.410789
29,0.141287,0.0555807,0.413723
30,0.158992,0.0467632,0.42807
31,0.152439,0.0572835,0.422268
32,0.16834,0.0423747,0.435612
33,0.165987,0.0475138,0.431518
34,0.142875,0.0236061,0.425488
35,0.146413,0.0170775,0.439025
36,0.149529,0.0237523,0.425865
37,0.134767,0.0576191,0.407523
38,0.129581,0.0183785,0.436089
39,0.140697,0.0672509,0.414289
40,0.160373,0.0586401,0.427184
41,0.143339,0.0185869,0.434823
42,0.127786,0.0580423,0.408491
43,0.167894,0.042028,0.450671
44,0.153357,0.0628915,0.42111
45,0.118149,0.0423129,0.413574
46,0.15485,0.0235429,0.441769
47,0.115026,0.0335139,0.41521
48,0.121939,0.0497066,0.409011
49,0.162741,0.0322768,0.442051
50,0.165237,0.056523,0.436111
51,0.112935,0.0487889,0.414767
52,0.148342,0.0669044,0.419238
53,0.111368,0.0257723,0.421532
54,0.104815,0.0221713,0.423391
55,0.157914,0.0665606,0.430276
56,0.13517,0.0164821,0.439503
57,0.167762,0.0518121,0.439482
58,0.13357,0.00700296,0.446706
59,0.142142,0.0727613,0.42275
60,0.118322,0.0173798,0.440786
61,0.121735,0.0221275,0.430687
62,0.105839,0.0406421,0.41911
63,0.131152,0.00749855,0.445898
64,0.134053,0.0706123,0.414723
65,0.116931,0.0278818,0.422664
66,0.116544,0.0635786,0.416165
67,0.0992238,0.0325237,0.421667
68,0.119115,0.0698061,0.41779
