vtx,cx,cy,cz,hx,hy,hz,fx,fy,fz
0,0,0,0,-0.00202228,-0.014015,0.0335418,-0.00202228,-0.014015,0.0335418
1,0,0,0,0.00165161,0.0095536,0.0370917,0.00165161,0.0095536,0.0370917
2,0,0,0,-0.00640461,-0.0238014,0.0174556,-0.00640461,-0.0238014,0.0174556
3,0,0,0,0.00524429,-0.00582925,0.0155705,0.00524429,-0.00582925,0.0155705
4,0,0,0,0.0235734,-0.0267108,0.0264456,0.0235734,-0.0267108,0.0264456
5,0,0,0,0.00686439,0.0016276,0.013647,0.00686439,0.0016276,0.013647
6,0,0,0,-0.00587543,-0.00807847,0.00769827,-0.00587543,-0.00807847,0.00769827
7,0,0,0,-0.0048843,-0.00192797,0.0145569,-0.0048843,-0.00192797,0.0145569
8,0,0,0,0.0183023,0.0247369,0.033278,0.0183023,0.0247369,0.033278
9,0,0,0,0.00019045,0.0495518,0.0804753,0.00019045,0.0495518,0.0804753
10,0,0,0,-0.00597671,-0.0620363,0.0356546,-0.00597671,-0.0620363,0.0356546
11,0,0,0,0.0299229,-0.00316521,0.0285711,0.0299229,-0.00316521,0.0285711
12,0,0,0,0.0215197,-0.00619501,0.0203829,0.0215197,-0.00619501,0.0203829
13,0,0,0,-0.0180295,-0.0442311,0.0238966,-0.0180295,-0.0442311,0.0238966
14,0,0,0,0.00129596,-0.0110477,0.0105997,0.00129596,-0.0110477,0.0105997
15,0,0,0,-0.00813404,0.00236033,0.013163,-0.00813404,0.00236033,0.013163
16,0,0,0,-0.0178772,-0.0337268,0.0361213,-0.0178772,-0.0337268,0.0361213
17,0,0,0,0.0106361,0.00266259,0.017416,0.0106361,0.00266259,0.017416
18,0,0,0,-0.0204636,-0.0128277,0.0391332,-0.0204636,-0.0128277,0.0391332
19,0,0,0,0.0195492,0.0216871,0.0287101,0.0195492,0.0216871,0.0287101
20,0,0,0,-0.0174772,-0.0428762,0.0506703,-0.0174772,-0.0428762,0.0506703
21,0,0,0,0.0773618,-0.00746518,0.0710164,0.0773618,-0.00746518,0.0710164
22,0,0,0,0.0174939,-0.00251267,0.0107668,0.0174939,-0.00251267,0.0107668
23,0,0,0,-0.00548372,-0.037779,0.0378293,-0.00548372,-0.037779,0.0378293
24,0,0,0,0.0169365,0.0145422,0.0370059,0.0169365,0.0145422,0.0370059
25,0,0,0,0.0306655,0.0634736,0.0844612,0.0306655,0.0634736,0.0844612
26,0,0,0,-0.00596935,0.0125968,0.0226707,-0.00596935,0.0125968,0.0226707
27,0,0,0,0.00123061,-0.0271169,0.0336438,0.00123061,-0.0271169,0.0336438
28,0,0,0,0.0434998,0.000925966,0.0372869,0.0434998,0.000925966,0.0372869
29,0,0,0,-0.0025843,-0.0324823,0.0472108,-0.0025843,-0.0324823,0.0472108
30,0,0,0,-0.0035295,-0.0467433,0.0761173,-0.0035295,-0.0467433,0.0761173
31,0,0,0,-0.00184899,-0.0220598,0.042054,-0.00184899,-0.0220598,0.042054
32,0,0,0,-0.0372016,-0.0194184,0.0414407,-0.0372016,-0.0194184,0.0414407
33,0,0,0,-0.0122141,-0.044979,0.0658869,-0.0122141,-0.044979,0.0658869
34,0,0,0,0.00758038,0.0193094,0.026035,0.00758038,0.0193094,0.026035
35,0,0,0,-0.00854454,0.0118985,0.0253412,-0.00854454,0.0118985,0.0253412
36,0,0,0,-0.0077967,0.0293301,0.0475557,-0.0077967,0.0293301,0.0475557
37,0,0,0,0.00426644,-0.0107988,0.00886939,0.00426644,-0.0107988,0.00886939
38,0,0,0,0.0199018,0.0515092,0.0646407,0.0199018,0.0515092,0.0646407
39,0,0,0,0.0130028,-0.0580882,0.0255391,0.0130028,-0.0580882,0.0255391
40,0,0,0,-0.0143909,-0.0443362,0.0380629,-0.0143909,-0.0443362,0.0380629
41,0,0,0,0.0191615,0.0411981,0.077064,0.0191615,0.0411981,0.077064
42,0,0,0,0.0276175,-0.0208452,0.007907,0.0276175,-0.0208452,0.007907
43,0,0,0,-0.0710433,-0.0136689,0.0442403,-0.0710433,-0.0136689,0.0442403
44,0,0,0,-0.00386137,-0.0246117,0.0240704,-0.00386137,-0.0246117,0.0240704
45,0,0,0,0.0822621,-0.00822548,0.0518005,0.0822621,-0.00822548,0.0518005
46,0,0,0,-0.049929,0.0328585,0.0575682,-0.049929,0.0328585,0.0575682
47,0,0,0,0.0472808,-0.00153199,0.045655,0.0472808,-0.00153199,0.045655
48,0,0,0,0.0358446,-0.00600566,0.0129896,0.0358446,-0.00600566,0.0129896
49,0,0,0,-0.0500272,0.0172497,0.0406723,-0.0500272,0.0172497,0.0406723
50,0,0,0,-0.0209523,-0.0278368,0.00803438,-0.0209523,-0.0278368,0.00803438
51,0,0,0,0.0626028,-0.00949291,0.030184,0.0626028,-0.00949291,0.030184
52,0,0,0,7.50353e-06,-0.0268455,0.0123699,7.50353e-06,-0.0268455,0.0123699
53,0,0,0,7.30213e-05,0.00739023,0.0186958,7.30213e-05,0.00739023,0.0186958
54,0,0,0,0.00148419,0.00928746,0.01341,0.00148419,0.00928746,0.01341
55,0,0,0,-0.0206789,-0.0504017,0.00717805,-0.0206789,-0.0504017,0.00717805
56,0,0,0,0.0285209,0.0312292,0.0446063,0.0285209,0.0312292,0.0446063
