vtx,x,y,z
0,-0.0208493,0.254783,0.396341
1,-0.0253827,0.253126,0.39294
2,-0.0184201,0.253679,0.40102
3,-0.0217102,0.251695,0.405993
4,-0.0213219,0.249879,0.40903
5,-0.0281581,0.248199,0.401872
6,-0.0148254,0.255485,0.386449
7,-0.0174639,0.255348,0.38551
8,-0.0292632,0.246849,0.399505
9,-0.0267228,0.249699,0.387673
10,-0.0143384,0.247159,0.404396
11,-0.0241545,0.234488,0.413053
12,-0.0227767,0.243373,0.411509
13,-0.0123739,0.25073,0.393368
14,-0.0201827,0.242255,0.413333
15,-0.0147167,0.252551,0.373292
16,-0.0108068,0.251666,0.379442
17,-0.023248,0.240672,0.418144
18,-0.00880729,0.253209,0.37546
19,-0.0306182,0.23962,0.400011
20,-0.00859643,0.249848,0.390058
21,-0.0308859,0.233925,0.408653
22,-0.0221768,0.23885,0.420606
23,-0.00792686,0.247186,0.401356
24,-0.035338,0.228648,0.404632
25,-0.0292492,0.23768,0.392519
26,-0.0195373,0.24644,0.374675
27,-0.00366933,0.242552,0.415728
28,-0.0256753,0.230242,0.41555
29,-0.00775206,0.242366,0.411548
30,-0.000914026,0.249318,0.389116
31,0.00207968,0.245983,0.402071
32,0.00291089,0.252921,0.377423
33,0.00425818,0.252727,0.384286
34,-0.0276019,0.241499,0.383865
35,-0.0257206,0.237044,0.369113
36,-0.0242688,0.246571,0.380981
37,-0.0115596,0.240535,0.419717
38,-0.0334901,0.225152,0.378775
39,0.00139117,0.239845,0.418287
40,0.00875192,0.24918,0.396199
41,-0.0276345,0.236915,0.374183
42,-0.0140713,0.234365,0.422132
43,0.00837148,0.243688,0.366919
44,0.00647311,0.246542,0.405813
45,-0.0289146,0.226013,0.413209
46,-0.0157117,0.241222,0.36755
47,-0.0366075,0.223812,0.408137
48,-0.0231401,0.230677,0.41923
49,-0.00509746,0.246103,0.369257
50,0.0128903,0.248068,0.386725
51,-0.02573,0.220188,0.418308
52,0.00660794,0.243056,0.411531
53,-0.0417618,0.218226,0.400645
54,-0.0467935,0.212436,0.399898
55,0.015107,0.244211,0.39973
56,-0.031066,0.227845,0.373021
57,0.0116766,0.248771,0.380549
58,-0.0362729,0.223535,0.363084
59,0.00976874,0.235208,0.415076
