vtx,cx,cy,cz,hx,hy,hz,fx,fy,fz
0,0,0,0,0.00290139,-0.0112622,-0.00221246,0.00290139,-0.0112622,-0.00221246
1,0,0,0,0.0113323,-0.0104539,0.00205021,0.0113323,-0.0104539,0.00205021
2,0,0,0,-0.003618,-0.00947755,-0.00378442,-0.003618,-0.00947755,-0.00378442
3,0,0,0,0.00707873,-0.0131294,-0.00692635,0.00707873,-0.0131294,-0.00692635
4,0,0,0,0.00922895,-0.0265806,-0.0353293,0.00922895,-0.0265806,-0.0353293
5,0,0,0,0.011707,-0.0083249,-0.00370977,0.011707,-0.0083249,-0.00370977
6,0,0,0,-0.00177029,-0.00482744,4.03616e-05,-0.00177029,-0.00482744,4.03616e-05
7,0,0,0,0.00160005,-0.00616142,0.00133439,0.00160005,-0.00616142,0.00133439
8,0,0,0,0.041516,-0.0119501,0.00182994,0.041516,-0.0119501,0.00182994
9,0,0,0,0.0356331,-0.0192577,0.0131009,0.0356331,-0.0192577,0.0131009
10,0,0,0,-0.0209888,-0.0454694,-0.0280633,-0.0209888,-0.0454694,-0.0280633
11,0,0,0,0.0314012,-0.0172714,-0.0258227,0.0314012,-0.0172714,-0.0258227
12,0,0,0,0.0192632,-0.0138884,-0.0208277,0.0192632,-0.0138884,-0.0208277
13,0,0,0,-0.00779121,-0.012917,-0.00381269,-0.00779121,-0.012917,-0.00381269
14,0,0,0,-0.000938702,-0.0138908,-0.00787001,-0.000938702,-0.0138908,-0.00787001
15,0,0,0,0.0014204,-0.00422626,0.00261753,0.0014204,-0.00422626,0.00261753
16,0,0,0,-0.0057871,-0.0216355,-0.00260308,-0.0057871,-0.0216355,-0.00260308
17,0,0,0,0.0180707,-0.0112941,-0.00636449,0.0180707,-0.0112941,-0.00636449
18,0,0,0,0.000864628,-0.0174637,0.00178422,0.000864628,-0.0174637,0.00178422
19,0,0,0,0.0403643,-0.0097198,-0.000905026,0.0403643,-0.0097198,-0.000905026
20,0,0,0,-0.00347985,-0.0207848,-0.00369403,-0.00347985,-0.0207848,-0.00369403
21,0,0,0,0.0793432,-0.0417901,-0.0670297,0.0793432,-0.0417901,-0.0670297
22,0,0,0,0.0148693,-0.00521383,-0.0157825,0.0148693,-0.00521383,-0.0157825
23,0,0,0,-0.00431463,-0.0258865,-0.0101868,-0.00431463,-0.0258865,-0.0101868
24,0,0,0,0.041439,-0.0212255,-0.00317109,0.041439,-0.0212255,-0.00317109
25,0,0,0,0.0964062,-0.0342848,0.0171167,0.0964062,-0.0342848,0.0171167
26,0,0,0,0.00583666,-0.00527836,0.00444224,0.00583666,-0.00527836,0.00444224
27,0,0,0,0.00104323,-0.0345473,-0.0147849,0.00104323,-0.0345473,-0.0147849
28,0,0,0,0.0472147,-0.0189256,-0.0342542,0.0472147,-0.0189256,-0.0342542
29,0,0,0,0.00231446,-0.0553404,-0.0172988,0.00231446,-0.0553404,-0.0172988
30,0,0,0,0.000149704,-0.0187212,-0.00467923,0.000149704,-0.0187212,-0.00467923
31,0,0,0,0.00221675,-0.0152506,-0.00378398,0.00221675,-0.0152506,-0.00378398
32,0,0,0,7.23603e-05,-5.59881e-05,1.91415e-05,7.23603e-05,-5.59881e-05,1.91415e-05
33,0,0,0,0.000789678,-0.0027833,-0.00114799,0.000789678,-0.0027833,-0.00114799
34,0,0,0,0.0194033,-0.00723661,0.00411255,0.0194033,-0.00723661,0.00411255
35,0,0,0,0.00977475,-0.0111589,0.00908754,0.00977475,-0.0111589,0.00908754
36,0,0,0,0.0153339,-0.0112651,0.00956906,0.0153339,-0.0112651,0.00956906
37,0,0,0,0.000247346,-0.0115373,-0.010517,0.000247346,-0.0115373,-0.010517
38,0,0,0,0.059818,-0.0203675,0.0137864,0.059818,-0.0203675,0.0137864
39,0,0,0,-0.0137981,-0.0356094,-0.0398079,-0.0137981,-0.0356094,-0.0398079
40,0,0,0,-0.00691803,-0.0142497,-0.00442421,-0.00691803,-0.0142497,-0.00442421
41,0,0,0,0.0433458,-0.0233989,0.00694458,0.0433458,-0.0233989,0.00694458
42,0,0,0,0.00641259,-0.00730075,-0.0370323,0.00641259,-0.00730075,-0.0370323
43,0,0,0,-0.00113127,-0.00253503,0.00149666,-0.00113127,-0.00253503,0.00149666
44,0,0,0,-0.00478725,-0.0153698,-0.00660875,-0.00478725,-0.0153698,-0.00660875
45,0,0,0,0.0717226,-0.0232551,-0.072382,0.0717226,-0.0232551,-0.072382
46,0,0,0,0.0138298,-0.0295695,0.0346067,0.0138298,-0.0295695,0.0346067
47,0,0,0,0.0529562,-0.0262258,-0.0392909,0.0529562,-0.0262258,-0.0392909
48,0,0,0,0.0244483,-0.00254043,-0.0332394,0.0244483,-0.00254043,-0.0332394
49,0,0,0,0.00122676,-0.00643201,0.00821365,0.00122676,-0.00643201,0.00821365
