sim_time,iter,tau_x_surface_com,tau_x_surface_center,tau_x_all_com,force_sum_x,force_sum_y,force_sum_z,ramp
0.5,240,1.10314,1.03802,1.10314,-6.94933e-06,1.52315e-06,4.56607,1
1,480,1.10503,0.277056,1.10503,3.95719e-06,1.79293e-06,7.41946,1
1.5,720,1.50668,0.628033,1.50668,-2.37676e-05,1.01306e-06,7.94206,1
