f,i0,i1,i2
1309,286,281,2052
1310,281,286,2119
1311,3349,3364,4419
1312,70,78,4134
1313,3782,1162,4581
1314,1314,739,1912
1315,1427,3774,4549
1316,403,4927,4935
1317,336,2133,2140
1318,3877,1198,5637
1319,3567,5489,6430
1320,2970,2875,4335
1321,3383,976,3406
1322,4340,1273,6260
1323,1137,3722,6843
1324,2828,733,4303
1325,3029,3929,6811
1326,2297,3154,6293
1327,2617,2630,5040
1328,607,6582,6884
1329,607,6884,6995
1330,3583,3567,6429
1331,1260,2684,3890
1332,4294,4295,7028
1333,4282,2706,5067
1334,865,6296,7944
1335,1708,118,1722
1336,3229,907,3254
1337,666,1260,2704
1338,2775,2765,5110
1339,1214,5710,6873
1340,2301,2323,4937
1341,3846,3866,5651
1342,1528,4113,4116
1343,22,17,1536
1344,2230,2268,2269
1345,2150,353,4872
1346,644,2707,6730
1347,1222,1241,4042
1348,4042,1241,5752
1349,4015,2458,4250
1350,1936,1935,4176
1351,1128,4553,5585
1352,2163,2142,4865
1353,3763,3764,4554
1354,5228,4356,6270
1355,5269,1479,5675
1356,815,806,5835
1357,4746,6014,6024
1358,1295,3220,3226
1359,3899,426,6128
1360,1746,115,1764
1361,822,3046,6958
1362,4893,2211,6101
1363,598,574,7095
1364,4040,6905,7005
1365,1790,157,6649
1366,5266,3146,5859
1367,1328,187,4738
1368,187,1822,4738
1369,2630,2685,7081
1370,2314,2313,4934
1371,423,2289,2368
1372,3781,1150,3812
1373,5402,5412,6381
1374,3400,3428,5388
1375,2291,2288,4923
1376,2331,2371,4236
1377,2371,4044,4236
1378,1529,25,1534
1379,4406,3265,5320
1380,3699,1095,7046
1381,3031,823,3100
1382,314,357,2180
1383,3534,1049,3538
1384,3300,943,6340
1385,475,1354,2360
1386,3997,4038,4600
1387,2007,283,6073
1388,283,4832,6073
1389,1233,4016,4604
1390,339,1310,2151
1391,2148,339,2151
1392,2908,2933,2934
1393,559,1473,2596
1394,3609,3596,6830
1395,2390,2407,4243
1396,442,414,1449
1397,414,442,2334
1398,2328,2299,2331
1399,976,5372,5881
1400,4696,97,6006
1401,5746,4027,6993
1402,3147,3132,3148
1403,3426,3416,3433
1404,4257,2524,5022
1405,1938,1333,5089
1406,4037,345,4207
1407,301,2113,2136
1408,3123,3120,5254
1409,1721,1773,1774
1410,1234,1232,4051
1411,4051,1250,4052
1412,255,1922,1930
1413,1512,1513,6999
1414,721,2826,2846
1415,1885,170,2376
1416,2376,170,3887
1417,3461,2143,5791
1418,175,1854,1855
1419,175,1855,1875
1420,520,2700,4993
1421,3772,3773,4556
1422,1848,220,1872
1423,67,1668,1683
1424,488,2474,2524
1425,1384,4955,6126
1426,1802,1814,6017
1427,1029,1036,7043
1428,3328,956,3329
1429,6432,1061,6443
1430,2459,517,4989
1431,3319,3328,3329
1432,2834,724,2886
1433,1329,163,1796
1434,1796,163,1867
1435,6026,1453,6651
1436,3023,2995,3031
1437,5027,2576,6170
1438,5099,659,6206
1439,659,6203,6206
1440,482,4974,6132
1441,1021,3477,3487
1442,2377,1384,6126
1443,4014,4022,6558
1444,1181,4575,4582
1445,1164,3778,4558
1446,4067,4079,4610
1447,3772,1148,3773
1448,3861,5642,6507
1449,5220,805,6771
1450,2502,1357,3979
1451,595,6708,6935
1452,3126,3114,5259
1453,1553,5978,5979
1454,5559,4544,6468
1455,1081,3363,3858
1456,1159,3798,5595
1457,1681,1294,4097
1458,245,1952,4815
1459,1675,1689,4688
1460,1652,3836,4680
1461,5867,884,6324
1462,1738,1760,4145
1463,2538,2539,6163
1464,4621,0,4622
1465,3853,3852,5618
1466,1026,1042,6997
1467,7036,5280,7069
1468,1148,4544,5559
1469,1148,5559,5928
1470,1294,99,1718
1471,4431,3400,5388
1472,7698,73,7700
1473,339,2147,2179
1474,1431,113,5764
1475,2147,339,2148
1476,1131,3736,5558
1477,11,1536,4627
1478,144,1775,2955
1479,1162,3776,3786
1480,2555,2577,5016
1481,1356,1281,2549
1482,3958,4003,4602
1483,202,228,1907
1484,1005,5394,6366
1485,3568,6408,6816
1486,3282,3298,4403
1487,1799,143,1800
1488,6808,5450,6815
1489,1212,4598,5735
1490,4618,6629,6634
1491,5926,1112,6464
1492,257,266,1999
1493,3099,852,5251
1494,5230,3068,5851
1495,927,3232,3243
1496,1240,1248,4085
1497,4085,1248,4090
1498,3933,1435,6532
1499,5710,3978,6873
1500,6755,6264,7944
1501,205,1841,1842
1502,1841,205,1914
1503,569,489,2538
1504,2466,4987,6142
1505,3786,3814,3823
1506,293,2073,4191
1507,2618,2661,4276
1508,3591,5492,6441
1509,792,5213,5850
1510,792,5850,6600
1511,3523,4462,4474
1512,3850,2776,6963
1513,3218,3226,6315
1514,1417,4971,6137
1515,284,263,2024
1516,177,1840,4747
1517,3727,3726,4537
1518,3726,3734,4537
1519,407,2333,2370
1520,4421,958,5879
1521,2082,3909,4201
1522,171,1846,4722
1523,1176,1158,3798
1524,1159,1176,3798
1525,2804,2837,4298
1526,333,6082,6093
1527,1736,4060,5995
1528,918,5322,7774
1529,3654,3649,5528
1530,2657,630,6586
1531,1142,3750,3969
1532,4682,79,6000
1533,561,4996,6149
1534,4162,200,4756
1535,200,4162,4760
1536,230,207,1928
1537,5628,3837,6042
1538,944,3349,4419
1539,3986,5720,5724
1540,4176,240,4786
1541,234,1873,1908
1542,3590,3591,5491
1543,1777,1838,4151
1544,1264,3461,5791
1545,2882,2918,6252
1546,6474,1161,6853
1547,1861,1896,4759
1548,4774,5780,5781
1549,3455,4450,5888
1550,5227,6271,6279
1551,2051,1391,3937
1552,6069,1163,6487
1553,1163,6069,6665
1554,1012,3490,6415
1555,1534,25,1535
1556,6201,2748,6735
1557,4621,1513,5962
1558,428,2156,2214
1559,3666,3667,5927
1560,2148,318,4206
1561,3444,3422,5405
1562,3402,3380,5391
1563,1376,3120,3980
1564,6871,6987,6991
1565,3750,1427,3969
1566,4251,2467,5004
1567,4156,1837,4157
1568,3122,3135,5255
1569,988,5882,6608
1570,866,3177,3190
1571,3190,3177,5292
1572,1390,1631,4001
1573,651,2689,5077
1574,5709,1205,6874
1575,320,2142,2164
1576,3926,3884,5694
1577,293,310,2073
1578,5457,3528,5460
1579,966,3018,3348
1580,1951,6049,6071
1581,4581,1162,5947
1582,151,1848,1872
1583,2930,775,2964
1584,5780,148,5781
1585,2212,371,4904
1586,6118,2450,7060
1587,5065,6996,7050
1588,1592,1604,4661
1589,3431,994,3452
1590,994,3450,3452
1591,563,2586,2623
1592,512,6153,6702
1593,2451,507,6927
1594,2546,2553,2574
1595,2,0,1508
1596,56,1597,1623
1597,56,1623,1635
1598,903,911,3242
1599,3225,903,3242
1600,1761,4708,4714
1601,1461,3153,3894
1602,999,5435,6394
1603,4063,4057,5752
1604,5363,4432,6350
1605,3390,3410,5385
1606,701,719,2893
1607,2878,701,2893
1608,982,3419,3432
1609,982,3432,5400
1610,1673,1672,4137
1611,1619,68,1620
1612,490,2468,2469
1613,2226,2211,6095
1614,806,815,5245
1615,3759,1146,5594
1616,6393,1038,6809
1617,3212,907,4375
1618,3189,885,3216
1619,885,3197,3216
1620,1332,1974,4798
1621,633,1274,2647
1622,2543,2518,2558
1623,2111,305,2112
1624,2564,548,2582
1625,3408,3396,5392
1626,2714,631,4279
1627,4510,1090,6835
1628,255,1364,5729
1629,1867,1814,1868
1630,2899,4319,4328
1631,1900,218,1901
1632,4862,325,7056
1633,325,7008,7056
1634,3622,3632,5515
1635,1052,4481,4483
1636,1061,4476,6832
1637,3667,5924,5927
1638,1633,1632,4673
1639,376,2230,2269
1640,2843,739,6743
1641,2319,2335,2336
1642,4136,7698,7699
1643,2349,445,2373
1644,33,1593,4655
1645,6988,6519,6989
1646,6523,1194,6875
1647,1116,1139,6570
1648,5320,909,6790
1649,3629,5519,5523
1650,203,206,1847
1651,3344,2080,4199
1652,1414,1392,3930
1653,126,141,1322
1654,2927,4327,5827
1655,1921,241,1923
1656,751,6752,6953
1657,1518,1529,4114
1658,1081,3601,3626
1659,974,3421,3422
1660,5301,6316,6783
1661,2070,280,4835
1662,584,1277,2592
1663,2591,584,2592
1664,858,3110,6773
1665,6971,3266,7042
1666,563,2585,2586
1667,522,527,2447
1668,2904,745,4322
1669,3824,5609,6494
1670,2017,4798,4820
1671,4267,553,5032
1672,4304,5130,6591
1673,3264,921,3272
1674,1664,69,1731
1675,3139,3142,5258
1676,891,3176,3221
1677,1379,3467,3635
1678,2546,524,6950
1679,197,1832,1833
1680,3731,1382,4541
1681,284,2024,2046
1682,4908,367,6107
1683,6107,367,6681
1684,2274,2273,4911
1685,1905,1932,4172
1686,3808,3811,5603
1687,2435,2451,6927
1688,1107,1337,3655
1689,1654,84,4686
1690,4887,4870,6087
1691,1013,4456,5440
1692,976,3388,4109
1693,681,690,2807
1694,2181,351,4881
1695,3456,3455,5423
1696,1795,4040,4605
1697,3037,3026,5216
1698,3306,3318,4408
1699,3991,6544,6550
1700,2140,6078,6671
1701,1333,2799,4084
1702,889,3186,3204
1703,1789,178,1857
1704,1849,6011,6652
1705,85,74,1647
1706,6742,700,6949
1707,1219,3997,4600
1708,1878,4773,4776
1709,1180,3859,3912
1710,244,211,1297
1711,211,244,1971
1712,271,2081,2087
1713,3389,6355,6357
1714,1430,5870,6606
1715,6213,725,6732
1716,1434,2276,4226
1717,60,1670,1688
1718,0,4621,5962
1719,556,2581,5037
1720,4720,4732,6994
1721,1491,7622,7625
1722,3904,3903,5682
1723,3916,3904,5682
1724,312,347,371
1725,312,371,2170
1726,4560,3757,5939
1727,4560,5939,5940
1728,5197,2986,5837
1729,117,1790,2497
1730,100,1643,4678
1731,100,4678,4690
1732,2420,4992,6147
1733,935,3303,3314
1734,904,4399,5323
1735,3211,1477,4388
1736,3931,1199,5716
1737,2905,727,5162
1738,1621,1622,4660
1739,1776,1777,4151
1740,2491,2565,4263
1741,1250,4051,5765
1742,4100,1250,5765
1743,4292,2761,5104
1744,2415,2397,4956
1745,5040,2630,7064
1746,1599,1600,4651
1747,4827,2042,6879
1748,793,783,2959
1749,2726,2693,5082
1750,3442,3420,5404
1751,1041,1028,3569
1752,1916,1923,1924
1753,5665,6039,6514
1754,2771,679,2811
1755,2251,434,2320
1756,3963,3952,4591
1757,47,4128,4668
1758,2985,2944,3017
1759,762,2850,5167
1760,317,1291,2162
1761,2124,317,2162
1762,49,1390,4001
1763,892,3239,3252
1764,1448,1751,2079
1765,2581,2604,5037
1766,3115,3111,5253
1767,3427,3429,5407
1768,3429,3430,5407
1769,718,739,1314
1770,277,2047,2056
1771,4197,2052,4828
1772,3719,1116,3720
1773,3634,5521,5755
1774,887,1440,6777
1775,4886,2152,6914
1776,31,44,1583
1777,1583,44,1601
1778,2596,583,5035
1779,5035,583,5039
1780,2535,2508,5001
1781,463,494,2418
1782,2418,494,2419
1783,3360,4046,5366
1784,2899,5159,6234
1785,5066,2672,5085
1786,2655,615,2678
1787,715,2802,2831
1788,4201,3909,4587
1789,727,5122,6210
1790,1785,147,1786
1791,1749,1733,4705
1792,1703,1704,4693
1793,4691,1703,4693
1794,5284,5270,6308
1795,1678,112,1684
1796,5467,1043,6412
1797,3118,3158,5853
1798,2635,2636,4275
1799,6574,297,6879
1800,7,6897,7000
1801,6999,7,7000
1802,4066,2789,5822
1803,14,1531,6633
1804,5176,2938,6245
1805,2595,5031,5035
1806,2595,5035,5039
1807,4797,1423,5683
1808,4716,116,6003
1809,2566,5019,5024
1810,183,198,1866
1811,198,1466,1866
1812,1621,4660,4667
1813,3410,992,5385
1814,344,321,6677
1815,91,1739,4087
1816,1748,146,4731
1817,4406,5320,5871
1818,6725,5032,7761
1819,1036,3548,3552
1820,150,4151,4748
1821,1210,5641,6508
1822,181,1889,1891
1823,4034,4061,4608
1824,4964,2426,6124
1825,2086,2114,6920
1826,6437,1071,6445
1827,2741,667,6734
1828,4465,5477,6822
1829,4038,3997,5732
1830,4755,199,4889
1831,199,4755,5782
1832,91,1651,1664
1833,696,692,4301
1834,1234,1245,4048
1835,2445,2493,6696
1836,489,2420,2454
1837,4934,386,6113
1838,6113,386,6114
1839,5953,3943,6533
1840,1650,1625,1651
1841,3019,810,3061
1842,6849,4555,6850
1843,2271,392,2300
1844,1310,364,2178
1845,2062,300,2104
1846,3092,2956,3235
1847,3697,3601,3858
1848,3026,5187,5216
1849,4164,1865,4780
1850,395,384,1374
1851,384,395,2270
1852,2618,2556,5043
1853,1229,5742,6560
1854,140,159,1282
1855,6624,1144,6625
1856,2385,2355,4949
1857,2124,2162,2166
1858,1603,1606,4128
1859,1606,1624,4128
1860,6261,1323,6754
1861,4463,3513,5453
1862,3515,3511,6612
1863,4414,961,5874
1864,631,2598,2649
1865,1914,205,2406
1866,379,1398,4912
1867,3368,3331,5351
1868,2361,2285,2362
1869,1756,1765,1766
1870,4361,5849,6599
1871,3380,3368,5374
1872,1996,258,2013
1873,1057,6891,6997
1874,3364,3365,4419
1875,1244,4038,4054
1876,573,2624,4274
1877,2966,790,3013
1878,1361,632,5067
1879,25,1529,7052
1880,4467,1032,5895
1881,3093,834,3110
1882,1843,1828,1863
1883,1457,2754,7233
1884,5704,3944,6539
1885,301,3937,4853
1886,4021,2929,6592
1887,5191,774,5196
1888,3243,3232,5313
1889,3972,1472,4104
1890,4150,150,4724
1891,4724,150,4743
1892,3077,3089,4362
1893,3533,1044,5462
1894,1044,4482,5462
1895,1209,3926,6538
1896,4101,1817,6020
1897,1963,223,1964
1898,1964,223,1996
1899,1446,968,3940
1900,5340,944,5351
1901,1075,4484,5499
1902,1684,105,1685
1903,2003,279,2004
1904,96,100,6005
1905,1383,2312,4932
1906,6470,4555,6848
1907,992,3410,4436
1908,2802,662,6740
1909,2982,751,7033
1910,3285,5869,6192
1911,3357,3387,6357
1912,933,3297,5336
1913,2,1521,1524
1914,159,140,1763
1915,3416,981,3433
1916,3875,5658,5681
1917,2482,2468,4991
1918,952,3293,3311
1919,961,3312,4410
1920,1122,3695,5548
1921,1585,65,4122
1922,1584,1585,4122
1923,2723,7587,7908
1924,3768,3752,6085
1925,1156,3761,3781
1926,3802,5950,6894
1927,535,2599,4270
1928,2016,4802,4818
1929,1720,122,4703
1930,325,6086,6673
1931,5603,3811,6490
1932,2284,1315,4033
1933,896,1300,3194
1934,1420,896,3194
1935,4045,1234,5749
1936,15,5965,6630
1937,15,6630,6631
1938,5045,586,5049
1939,992,5411,6380
1940,3422,3421,5405
1941,3011,5206,5210
1942,1143,4554,6062
1943,429,4930,6924
1944,1601,44,1613
1945,622,2670,2671
1946,248,1975,4786
1947,3626,3601,4499
1948,2444,1268,4103
1949,1351,219,6048
1950,2441,1353,6130
1951,951,1321,3332
1952,3846,5627,5633
1953,1367,620,1411
1954,1617,1613,4665
1955,3168,4375,5277
1956,3101,3129,4049
1957,2942,769,2950
1958,399,2242,2265
1959,4440,3425,4441
1960,2817,4296,4302
1961,3218,3208,6319
1962,2326,2341,6141
1963,967,1283,1342
1964,4285,2722,5100
1965,419,2295,2306
1966,75,1390,4684
1967,72,89,1687
1968,123,4148,4751
1969,4778,1888,6038
1970,1621,70,1622
1971,4910,381,4924
1972,4924,381,6110
1973,3579,3582,6611
1974,1706,112,1732
1975,3536,3547,4472
1976,896,3214,4389
1977,838,3097,3098
1978,3003,4354,6262
1979,2399,461,4957
1980,3567,5905,6429
1981,2833,6222,6739
1982,6117,5414,6375
1983,1748,1795,5954
1984,3356,970,6800
1985,422,2260,2273
1986,3738,1133,5562
1987,152,1761,1770
1988,4821,300,6064
1989,1325,1439,6165
1990,103,106,1701
1991,863,3135,5266
1992,3642,3623,3661
1993,785,7086,7097
1994,743,2877,2926
1995,1375,1382,2238
1996,4438,3458,5884
1997,5436,1025,5437
1998,894,6315,7834
1999,3499,4463,6399
2000,1969,1966,4799
2001,2924,1810,5171
2002,982,965,3419
2003,5172,5198,6750
2004,4026,1221,5743
2005,2519,528,2525
2006,2645,5056,6183
2007,1167,3852,5640
2008,5626,1167,5640
2009,2611,1306,3196
2010,94,64,1611
2011,279,2003,2022
2012,360,1416,2219
2013,563,573,2599
2014,320,2107,2132
2015,4901,2244,6681
2016,836,3106,3140
2017,5412,4446,6381
2018,3670,4507,5534
2019,3434,1001,3464
2020,1545,4116,4333
2021,4205,304,5794
2022,485,2412,6147
2023,5106,668,5129
2024,827,3099,3107
2025,2403,521,2700
2026,2535,5001,5011
2027,6030,4759,6031
2028,854,3133,3134
2029,2526,2522,5008
2030,5694,1189,6535
2031,6535,1189,6871
2032,951,939,1396
2033,5390,6364,6798
2034,3380,5381,5391
2035,2324,452,2333
2036,2333,452,2370
2037,194,6047,6656
2038,51,1609,1641
2039,281,4192,4830
2040,1384,449,4955
2041,2337,2384,4238
2042,969,3346,6800
2043,4323,1572,5826
2044,1053,1050,5902
2045,3075,838,4366
2046,3373,3374,5379
2047,3860,3861,6507
2048,3875,236,5785
2049,236,5659,5785
2050,2992,2970,5189
2051,3622,1090,3632
2052,4288,667,5816
2053,6316,905,6783
2054,929,3270,3271
2055,4825,282,6070
2056,2394,2424,2425
2057,2660,2671,2733
2058,764,782,2901
2059,859,3103,3124
2060,859,3124,3136
2061,1061,3563,4476
2062,745,2892,4322
2063,3338,977,3352
2064,213,1883,1894
2065,1686,104,1721
2066,378,6678,6918
2067,378,6918,7011
2068,4484,3583,6429
2069,104,1702,4139
2070,924,3308,3310
2071,215,236,3901
2072,215,3901,4187
2073,1051,3516,3559
2074,2378,2397,4954
2075,3666,1098,3680
2076,3909,2082,6076
2077,1968,1959,4793
2078,5007,2492,6158
2079,7754,4952,7755
2080,990,5388,5422
2081,2271,403,4935
2082,629,2693,2726
2083,1158,3786,4549
2084,3412,4447,6972
2085,5901,5458,6406
2086,2924,2869,6240
2087,5528,5914,6835
2088,1769,1770,6013
2089,4176,1935,5711
2090,648,2724,2730
2091,5644,5917,6041
2092,2843,4304,5823
2093,3033,2949,5836
2094,2048,308,2083
2095,129,1716,4696
2096,683,1285,4294
2097,629,2668,2693
2098,1631,46,4001
2099,3072,1256,4357
2100,943,3305,5334
2101,532,2545,2562
2102,1935,3956,5711
2103,6415,1324,6819
2104,410,2191,2192
2105,1349,579,5013
2106,380,6913,7007
2107,1932,1941,4172
2108,6549,5696,6867
2109,917,904,5323
2110,1850,182,1851
2111,182,1850,1868
2112,1817,1866,4765
2113,1866,4740,4765
2114,635,625,2711
2115,635,2711,2718
2116,1848,151,4753
2117,2020,308,2048
2118,1146,3767,3769
2119,5423,1015,5424
2120,101,128,5999
2121,128,1667,5999
2122,565,2631,5046
2123,426,4957,6128
2124,2465,4251,4986
2125,3419,3418,5403
2126,5481,3560,5902
2127,418,457,2314
2128,961,977,3338
2129,32,1304,1564
2130,1460,32,1564
2131,3523,5901,6406
2132,1743,1717,4698
2133,272,274,2034
2134,1360,105,1714
2135,1079,3624,3634
2136,2764,706,5110
2137,3171,3172,5280
2138,237,246,1262
2139,246,237,1926
2140,2320,2338,4229
2141,387,392,1497
2142,392,387,2255
2143,1174,1163,4586
2144,273,245,2011
2145,1896,1934,6031
2146,199,1951,6051
2147,1320,810,3019
2148,2466,2465,4987
2149,6884,2634,6995
2150,2809,1286,5547
2151,308,320,2083
2152,2960,2975,5184
2153,1895,177,1904
2154,3158,5284,6307
2155,2701,2758,5101
2156,23,1549,4641
2157,2031,2004,2090
2158,1950,6911,7006
2159,3206,909,3207
2160,4751,1820,6027
2161,1305,885,1578
2162,3110,3081,6773
2163,1468,4626,5963
2164,2242,408,2265
2165,3387,2509,6357
2166,260,2078,4839
2167,386,2247,4221
2168,386,4221,6114
2169,4793,1927,6034
2170,734,2916,2922
2171,1207,6530,6864
2172,1207,6864,6990
2173,729,730,2885
2174,2810,6942,7027
2175,840,4363,4364
2176,6741,6223,6749
2177,3111,3112,6298
2178,2948,2988,2989
2179,2299,441,2331
2180,3417,3435,3436
2181,4649,796,5836
2182,3866,3867,5651
2183,733,736,4303
2184,2433,470,2442
2185,3693,5576,6981
2186,290,326,1391
2187,2233,397,2253
2188,1508,1507,4111
2189,1666,1659,4134
2190,6209,2686,7809
2191,3567,3583,5489
2192,4283,5815,7908
2193,387,389,2255
2194,466,2413,4943
2195,655,2762,2763
2196,1569,52,4646
2197,3892,1569,4646
2198,3525,5458,5459
2199,2,1508,1510
2200,2,1510,1514
2201,560,2580,2658
2202,1882,186,1899
2203,3285,923,5869
2204,6671,328,6914
2205,1951,211,4790
2206,986,1010,3473
2207,1010,2967,3473
2208,764,731,4317
2209,5156,2892,5282
2210,2460,2499,4980
2211,952,3312,5357
2212,6960,824,7035
2213,3690,1120,3731
2214,5275,3143,6296
2215,984,3417,3436
2216,2055,1563,5986
2217,1009,3504,3505
2218,1765,1803,4715
2219,273,2032,2043
2220,2067,251,4823
2221,251,4809,4823
2222,2597,5032,6725
2223,1841,1779,6025
2224,639,6180,6714
2225,2593,5024,6583
2226,2932,760,6529
2227,760,5688,6529
2228,2081,2082,4200
2229,935,946,3303
2230,3800,3799,6485
2231,322,2144,2183
2232,2199,393,2221
2233,2095,314,2099
2234,4224,1435,5735
2235,2722,655,5100
2236,3333,3338,3352
2237,3783,6624,6625
2238,2927,5827,6592
2239,4463,3524,6399
2240,1727,1689,4703
2241,3190,3195,5291
2242,4780,1916,4783
2243,475,2398,2447
2244,1240,1239,1248
2245,1239,1240,4913
2246,150,4150,4151
2247,2152,6671,6914
2248,3124,855,3136
2249,5502,3609,6094
2250,789,2956,3092
2251,3758,1135,5761
2252,2638,616,2645
2253,1552,4641,5986
2254,838,3073,3074
2255,1214,1225,4589
2256,2935,2890,5155
2257,196,1766,4715
2258,5019,5009,7089
2259,3876,1191,5657
2260,6478,3784,6624
2261,5658,1438,5681
2262,5602,3833,5917
2263,4742,189,6021
2264,2308,2340,2349
2265,387,373,1350
2266,5415,3422,6116
2267,28,48,1539
2268,5677,3895,6524
2269,3735,1128,3738
2270,3129,5634,6500
2271,3623,1379,5518
2272,2357,2356,4942
2273,3744,3740,5564
2274,3777,4557,5584
2275,2158,2216,4217
2276,289,2062,4849
2277,1283,976,5881
2278,5495,4488,6829
2279,3653,3654,6451
2280,346,348,4873
2281,348,2154,4873
2282,1165,3794,6482
2283,3195,3201,5295
2284,1107,3660,3689
2285,2181,2177,4880
2286,1543,1560,1571
2287,1471,972,3988
2288,2,1514,1521
2289,3520,3519,6405
2290,5744,3995,6563
2291,1019,3458,6810
2292,1032,5476,6419
2293,424,475,2360
2294,475,424,4940
2295,2109,2092,4845
2296,236,1982,4801
2297,915,3287,3288
2298,176,125,1839
2299,1831,1852,4160
2300,278,240,1983
2301,3099,3031,3100
2302,3432,3419,5403
2303,2786,2848,2849
2304,4185,1976,4819
2305,3123,3122,5255
2306,699,4304,6743
2307,1607,62,1608
2308,3108,3125,6769
2309,2782,2825,2829
2310,2332,423,2369
2311,423,2332,4938
2312,1283,1815,3388
2313,864,875,3142
2314,875,864,3160
2315,547,532,552
2316,6257,5196,6260
2317,202,189,1859
2318,202,1859,1883
2319,353,2194,2208
2320,575,1938,5089
2321,3624,1070,5521
2322,2668,2626,5065
2323,371,2188,2233
2324,371,2233,4904
2325,682,7587,7588
2326,4406,5871,6321
2327,2416,4247,4963
2328,787,801,2993
2329,801,787,4588
2330,1428,145,1806
2331,1806,145,1821
2332,2046,2024,6070
2333,6711,5019,7089
2334,5242,3080,6762
2335,1599,39,1612
2336,2964,775,5186
2337,5084,6194,6729
2338,5091,641,5118
2339,292,4827,4848
2340,1747,4711,5779
2341,409,2321,2348
2342,1493,1649,3836
2343,1652,1493,3836
2344,3150,5268,5274
2345,6223,1505,6240
2346,6180,4275,6714
2347,1372,1470,3658
2348,5311,3241,6324
2349,5723,1230,6572
2350,1230,5762,6572
2351,2138,331,2157
2352,6228,699,6743
2353,2392,117,5321
2354,3101,3036,3102
2355,592,2681,5077
2356,1197,1203,3918
2357,47,1584,4126
2358,47,4126,4128
2359,1155,4546,5582
2360,2494,2482,4255
2361,3394,970,4420
2362,450,435,2352
2363,3748,3771,6626
2364,3700,2809,5126
2365,2511,571,2533
2366,3133,880,3134
2367,1456,1196,4596
2368,4583,6040,6627
2369,727,750,5122
2370,4931,2311,6678
2371,4409,3275,5339
2372,3374,4425,5379
2373,563,535,2585
2374,3151,869,6289
2375,2297,1399,3149
2376,6150,3362,6353
2377,651,694,2753
2378,3676,3705,5552
2379,866,3154,3177
2380,5402,4439,6372
2381,878,875,3160
2382,3556,3533,5893
