vtx,x,y,z
0,0.207121,0.0422571,0.343162
1,0.203238,0.0390448,0.340109
2,0.208468,0.0473594,0.344261
3,0.207711,0.0518972,0.340023
4,0.207285,0.0554705,0.339754
5,0.201407,0.0484524,0.335632
6,0.205679,0.0344521,0.351545
7,0.204538,0.0331447,0.349351
8,0.199036,0.0467338,0.335464
9,0.197896,0.0356391,0.340825
10,0.20489,0.0540409,0.348059
11,0.194105,0.0650964,0.338271
12,0.201957,0.0601723,0.338652
13,0.204582,0.0431746,0.352516
14,0.202275,0.0627934,0.340774
15,0.198349,0.0241745,0.355766
16,0.200817,0.0308137,0.357769
17,0.201849,0.067068,0.336749
18,0.201301,0.0270516,0.360525
19,0.192341,0.0500413,0.335119
20,0.203589,0.0414304,0.357099
21,0.190239,0.0600899,0.333273
22,0.20138,0.0702471,0.337319
23,0.205451,0.0526909,0.354928
24,0.182833,0.057883,0.331083
25,0.188219,0.0445503,0.338842
26,0.192169,0.0270272,0.351713
27,0.207592,0.068241,0.355577
28,0.190755,0.068813,0.336798
29,0.204866,0.0637778,0.352955
30,0.204809,0.0423845,0.364642
31,0.207246,0.0558556,0.364322
32,0.204878,0.0312811,0.370971
33,0.207502,0.037717,0.37032
34,0.188959,0.0356134,0.342281
35,0.180179,0.0247989,0.348879
36,0.19331,0.0315756,0.345485
37,0.205221,0.0709921,0.347334
38,0.170925,0.0367999,0.340733
39,0.20739,0.0726732,0.360033
40,0.209764,0.0506503,0.371742
41,0.181372,0.0289829,0.345679
42,0.199882,0.0752393,0.345208
43,0.194427,0.0268649,0.380447
44,0.210243,0.0598141,0.367305
45,0.185218,0.0678908,0.335096
46,0.185998,0.0236777,0.358074
47,0.17937,0.0627807,0.329669
48,0.193163,0.0723917,0.338055
49,0.193768,0.0252802,0.366828
50,0.206498,0.0435248,0.378487
51,0.182577,0.0755133,0.337595
52,0.20921,0.0663637,0.366367
53,0.170283,0.0574263,0.327894
54,0.163477,0.0581549,0.324333
55,0.208283,0.0571167,0.377518
56,0.17194,0.0310512,0.344197
57,0.204612,0.0375064,0.378984
58,0.163158,0.0229996,0.342736
59,0.204275,0.073441,0.369568
60,0.159575,0.0415229,0.338779
61,0.170222,0.0458553,0.336121
62,0.172297,0.0724984,0.332816
63,0.162202,0.0250693,0.341501
64,0.203494,0.0790519,0.359503
65,0.174016,0.0553121,0.332177
66,0.188318,0.0839498,0.348826
67,0.163635,0.0697282,0.327044
68,0.190788,0.0865767,0.354706
69,0.200669,0.0708715,0.376761
70,0.162579,0.0556056,0.331609
71,0.160331,0.0644395,0.323353
72,0.189023,0.0237749,0.379298
73,0.159907,0.0329538,0.3457
74,0.19905,0.0777802,0.367203
75,0.183699,0.0216197,0.371508
76,0.198698,0.0756738,0.375156
77,0.199819,0.0454258,0.384972
78,0.163412,0.0503838,0.335236
79,0.183214,0.0819241,0.344031
80,0.172734,0.0800797,0.338983
81,0.191688,0.0880651,0.361197
82,0.201906,0.0324243,0.379272
83,0.176347,0.0198305,0.366199
84,0.183093,0.0914845,0.344459
85,0.196239,0.0837043,0.366007
