sim_time,iter,tau_x_surface_com,tau_x_surface_center,tau_x_all_com,force_sum_x,force_sum_y,force_sum_z,ramp
0.5,240,0.988067,0.991751,0.988067,1.3677e-05,8.82894e-07,3.75964,1
1,480,1.25621,0.946046,1.25621,1.74396e-05,2.55811e-06,2.33764,1
1.5,720,0.848141,0.90804,0.848141,-1.30276e-05,-4.93077e-06,6.93467,1
